dans ['t', 'o~'] => ton ['t', 'o~'] Erreur 0.0 <=>  (t=>t) (o~=>o~)
et ['i'] => i ['i'] Erreur 0.0 <=>  (i=>i)
à ['a'] => à ['a'] Correct 0.0 <=>  (a=>a)
son ['s', 'o~'] => sont ['s', 'o~'] Erreur 0.0 <=>  (s=>s) (o~=>o~)
tour ['t', 'u', 'R'] => tour ['t', 'u', 'R'] Correct 0.0 <=>  (t=>t) (u=>u) (R=>R)
et ['e'] => est ['e'] Erreur 0.0 <=>  (e=>e)
puis ['p', 'H', 'i'] => puis ['p', 'H', 'i'] Correct 0.0 <=>  (p=>p) (H=>H) (i=>i)
grand ['g', 'R', 'a~'] => grand ['g', 'R', 'a~'] Correct 0.0 <=>  (g=>g) (R=>R) (a~=>a~)
lui ['l', 'H', 'i'] => lui ['l', 'H', 'i'] Correct 0.0 <=>  (l=>l) (H=>H) (i=>i)
va ['v'] => est ['e'] Erreur 1.0 <=>  (v=>e)
et [''] => est ['e'] Erreur 1.0 <=>  (=>e)
toute ['t', 'u', 't'] => tout ['t', 'u', 't'] Erreur 0.0 <=>  (t=>t) (u=>u) (t=>t)
cette ['s', 'e', 'k'] => ces ['s', 'e', 'z'] Erreur 1.0 <=>  (s=>s) (e=>e) (k=>z)
elle ['E', 'l'] => elle ['E', 'l'] Correct 0.0 <=>  (E=>E) (l=>l)
et ['e'] => est ['e'] Erreur 0.0 <=>  (e=>e)
pour ['p', 'u', 'R'] => pour ['p', 'u', 'R'] Correct 0.0 <=>  (p=>p) (u=>u) (R=>R)
tout ['t', 'u'] => tout ['t', 'u'] Correct 0.0 <=>  (t=>t) (u=>u)
monde ['m', 'o~', 'd'] => monde ['m', 'o~', 'd'] Correct 0.0 <=>  (m=>m) (o~=>o~) (d=>d)
au ['O'] => est ['e'] Erreur 1.0 <=>  (O=>e)
lit ['R', 'i'] => qui ['k', 'i'] Erreur 1.0 <=>  (R=>k) (i=>i)
tous ['t', 'u'] => tout ['t', 'u'] Erreur 0.0 <=>  (t=>t) (u=>u)
les ['l', 'e', 'z'] => les ['l', 'e', 'z'] Correct 0.0 <=>  (l=>l) (e=>e) (z=>z)
cet ['s', 'E', 't'] => cette ['s', 'E', 't'] Erreur 0.0 <=>  (s=>s) (E=>E) (t=>t)
à ['a'] => à ['a'] Correct 0.0 <=>  (a=>a)
des ['d', 'e', 'z'] => des ['d', 'e', 'z'] Correct 0.0 <=>  (d=>d) (e=>e) (z=>z)
vous ['u'] => ou ['u'] Erreur 0.0 <=>  (u=>u)
qui ['k', 'i'] => qui ['k', 'i'] Correct 0.0 <=>  (k=>k) (i=>i)
sont ['s', 'o~'] => sont ['s', 'o~'] Correct 0.0 <=>  (s=>s) (o~=>o~)
au ['o'] => au ['o'] Correct 0.0 <=>  (o=>o)
à ['e'] => est ['e'] Erreur 0.0 <=>  (e=>e)
et ['e'] => est ['e'] Erreur 0.0 <=>  (e=>e)
montre ['m', 'o~', 't', 'R', '@'] => montre ['m', 'o~', 't', 'R', '@'] Correct 0.0 <=>  (m=>m) (o~=>o~) (t=>t) (R=>R) (@=>@)
une ['y', 'n'] => une ['y', 'n'] Correct 0.0 <=>  (y=>y) (n=>n)
qui ['i'] => i ['i'] Erreur 0.0 <=>  (i=>i)
est [''] => est ['e'] Correct 1.0 <=>  (=>e)
&hein ['e~', 'd'] => un ['e~'] Erreur 1.0 <=>  (e~=>e~) (d=>)
la ['l', 'a'] => la ['l', 'a'] Correct 0.0 <=>  (l=>l) (a=>a)
des ['e'] => est ['e'] Erreur 0.0 <=>  (e=>e)
qui ['i'] => i ['i'] Erreur 0.0 <=>  (i=>i)
prend ['p', 'R', 'a~'] => prend ['p', 'R', 'a~'] Correct 0.0 <=>  (p=>p) (R=>R) (a~=>a~)
son ['s', 'o~'] => sont ['s', 'o~'] Erreur 0.0 <=>  (s=>s) (o~=>o~)
en ['a~'] => en ['a~'] Correct 0.0 <=>  (a~=>a~)
main ['m', 'e~'] => main ['m', 'e~'] Correct 0.0 <=>  (m=>m) (e~=>e~)
vous ['u', 'z', 'a'] => la ['l', 'a'] Erreur 2.0 <=>  (u=>) (z=>l) (a=>a)
des ['d', 'e'] => des ['d', 'e'] Correct 0.0 <=>  (d=>d) (e=>e)
qui ['k', 'i'] => qui ['k', 'i'] Correct 0.0 <=>  (k=>k) (i=>i)
sont ['s', 'o~'] => sont ['s', 'o~'] Correct 0.0 <=>  (s=>s) (o~=>o~)
rouge ['u', 'Z'] => ou ['u'] Erreur 1.0 <=>  (u=>u) (Z=>)
qui ['i'] => i ['i'] Erreur 0.0 <=>  (i=>i)
donnent ['d', 'O', 'n'] => donne ['d', 'O', 'n'] Erreur 0.0 <=>  (d=>d) (O=>O) (n=>n)
à ['a'] => à ['a'] Correct 0.0 <=>  (a=>a)
cette ['s', 'E', 't'] => cette ['s', 'E', 't'] Correct 0.0 <=>  (s=>s) (E=>E) (t=>t)
et ['i'] => i ['i'] Erreur 0.0 <=>  (i=>i)
tout ['t', 'u', 'l'] => tout ['t', 'u'] Correct 1.0 <=>  (t=>t) (u=>u) (l=>)
monde ['m', 'o~', 'd'] => monde ['m', 'o~', 'd'] Correct 0.0 <=>  (m=>m) (o~=>o~) (d=>d)
au ['u'] => ou ['u'] Erreur 0.0 <=>  (u=>u)
lit ['l', 'i'] => lit ['l', 'i'] Correct 0.0 <=>  (l=>l) (i=>i)
les ['l', 'e', 'z', 'a'] => les ['l', 'e', 'z'] Correct 1.0 <=>  (l=>l) (e=>e) (z=>z) (a=>)
à [''] => est ['e'] Erreur 1.0 <=>  (=>e)
3 ['R', 'w', 'a'] => roi ['R', 'w', 'a'] Erreur 0.0 <=>  (R=>R) (w=>w) (a=>a)
ans ['a~'] => en ['a~'] Erreur 0.0 <=>  (a~=>a~)
à [''] => est ['e'] Erreur 1.0 <=>  (=>e)
pour ['k', 'u', 'R'] => cour ['k', 'u', 'R'] Erreur 0.0 <=>  (k=>k) (u=>u) (R=>R)
à ['a'] => à ['a'] Correct 0.0 <=>  (a=>a)
pour ['p', 'u', 'R'] => pour ['p', 'u', 'R'] Correct 0.0 <=>  (p=>p) (u=>u) (R=>R)
à ['a'] => à ['a'] Correct 0.0 <=>  (a=>a)
vous ['v', 'u'] => vous ['v', 'u'] Correct 0.0 <=>  (v=>v) (u=>u)
non ['n', 'o~'] => non ['n', 'o~'] Correct 0.0 <=>  (n=>n) (o~=>o~)
pour ['p', 'u', 'R'] => pour ['p', 'u', 'R'] Correct 0.0 <=>  (p=>p) (u=>u) (R=>R)
la ['l', 'a'] => la ['l', 'a'] Correct 0.0 <=>  (l=>l) (a=>a)
nuit ['n', 'H', 'i'] => nuit ['n', 'H', 'i'] Correct 0.0 <=>  (n=>n) (H=>H) (i=>i)
hui ['H', 'i'] => hui ['H', 'i'] Correct 0.0 <=>  (H=>H) (i=>i)
grâce ['R', 'a', 's', 'a'] => ça ['s', 'a'] Erreur 2.0 <=>  (R=>) (a=>) (s=>s) (a=>a)
à [''] => est ['e'] Erreur 1.0 <=>  (=>e)
à ['a'] => à ['a'] Correct 0.0 <=>  (a=>a)
taux ['t', 'o'] => taux ['t', 'o'] Correct 0.0 <=>  (t=>t) (o=>o)
et ['e'] => est ['e'] Erreur 0.0 <=>  (e=>e)
au ['o'] => au ['o'] Correct 0.0 <=>  (o=>o)
on [''] => est ['e'] Erreur 1.0 <=>  (=>e)
peut ['p', '2'] => peut ['p', '2'] Correct 0.0 <=>  (p=>p) (2=>2)
plus ['p', 'l', 'y'] => plus ['p', 'l', 'y'] Correct 0.0 <=>  (p=>p) (l=>l) (y=>y)
ses ['s', 'e'] => ces ['s', 'e'] Erreur 0.0 <=>  (s=>s) (e=>e)
pour ['R'] => est ['e'] Erreur 1.0 <=>  (R=>e)
rendre ['R', 'a~', 'd', 'R', '@'] => rendre ['R', 'a~', 'd', 'R', '@'] Correct 0.0 <=>  (R=>R) (a~=>a~) (d=>d) (R=>R) (@=>@)
son ['s', 'o~'] => sont ['s', 'o~'] Erreur 0.0 <=>  (s=>s) (o~=>o~)
en ['a~', 'n'] => en ['a~', 'n'] Correct 0.0 <=>  (a~=>a~) (n=>n)
et ['e'] => est ['e'] Erreur 0.0 <=>  (e=>e)
on ['o~'] => on ['o~'] Correct 0.0 <=>  (o~=>o~)
peut ['p', '2'] => peut ['p', '2'] Correct 0.0 <=>  (p=>p) (2=>2)
à ['a'] => à ['a'] Correct 0.0 <=>  (a=>a)
faire ['f', 'E', 'R'] => faire ['f', 'E', 'R'] Correct 0.0 <=>  (f=>f) (E=>E) (R=>R)
comme ['k', 'o', 'm'] => comme ['k', 'o', 'm'] Correct 0.0 <=>  (k=>k) (o=>o) (m=>m)
voir ['w', 'a', 'R'] => par ['p', 'a', 'R'] Erreur 1.0 <=>  (w=>p) (a=>a) (R=>R)
son ['s', 'o~', 'n'] => son ['s', 'o~', 'n'] Correct 0.0 <=>  (s=>s) (o~=>o~) (n=>n)
et ['e'] => est ['e'] Erreur 0.0 <=>  (e=>e)
les ['l', 'e'] => les ['l', 'e'] Correct 0.0 <=>  (l=>l) (e=>e)
du ['d', 'y'] => du ['d', 'y'] Correct 0.0 <=>  (d=>d) (y=>y)
vite ['v', 'i', 't'] => vite ['v', 'i', 't'] Correct 0.0 <=>  (v=>v) (i=>i) (t=>t)
des ['d', 'e', 'z'] => des ['d', 'e', 'z'] Correct 0.0 <=>  (d=>d) (e=>e) (z=>z)
ça ['a'] => à ['a'] Erreur 0.0 <=>  (a=>a)
pour ['p', 'u', 'R'] => pour ['p', 'u', 'R'] Correct 0.0 <=>  (p=>p) (u=>u) (R=>R)
sur ['s', 'y', 'R'] => sur ['s', 'y', 'R'] Correct 0.0 <=>  (s=>s) (y=>y) (R=>R)
à ['a'] => à ['a'] Correct 0.0 <=>  (a=>a)
taux ['t', 'o'] => taux ['t', 'o'] Correct 0.0 <=>  (t=>t) (o=>o)
et ['e'] => est ['e'] Erreur 0.0 <=>  (e=>e)
ou ['w'] => est ['e'] Erreur 1.0 <=>  (w=>e)
au ['a'] => à ['a'] Erreur 0.0 <=>  (a=>a)
prix ['p', 'R', 'i'] => pris ['p', 'R', 'i'] Erreur 0.0 <=>  (p=>p) (R=>R) (i=>i)
un ['e~', 'n'] => un ['e~', 'n'] Correct 0.0 <=>  (e~=>e~) (n=>n)
dans ['d', 'a~', 'l'] => dans ['d', 'a~', 'z'] Correct 1.0 <=>  (d=>d) (a~=>a~) (l=>z)
monde ['m', 'o~', 'd'] => monde ['m', 'o~', 'd'] Correct 0.0 <=>  (m=>m) (o~=>o~) (d=>d)
soir ['s', 'w', 'a', 'R'] => soir ['s', 'w', 'a', 'R'] Correct 0.0 <=>  (s=>s) (w=>w) (a=>a) (R=>R)
masque ['m', 'a', 's', 'k', 'e'] => masque ['m', 'a', 's', 'k'] Correct 1.0 <=>  (m=>m) (a=>a) (s=>s) (k=>k) (e=>)
et [''] => est ['e'] Erreur 1.0 <=>  (=>e)
la ['l', 'a'] => la ['l', 'a'] Correct 0.0 <=>  (l=>l) (a=>a)
est [''] => est ['e'] Correct 1.0 <=>  (=>e)
à ['a'] => à ['a'] Correct 0.0 <=>  (a=>a)
la ['l', 'a'] => la ['l', 'a'] Correct 0.0 <=>  (l=>l) (a=>a)
sera ['s', 'R', 'a'] => sera ['s', 'R', 'a'] Correct 0.0 <=>  (s=>s) (R=>R) (a=>a)
dans ['k', 'a~'] => quand ['k', 'a~'] Erreur 0.0 <=>  (k=>k) (a~=>a~)
quelques ['k', 'E', 'l', 'k', '@', 'z'] => quelques ['k', 'E', 'l', 'k', '@', 'z'] Correct 0.0 <=>  (k=>k) (E=>E) (l=>l) (k=>k) (@=>@) (z=>z)
en [''] => est ['e'] Erreur 1.0 <=>  (=>e)
france ['f', 'R', 'a~', 's'] => france ['f', 'R', 'a~', 's'] Correct 0.0 <=>  (f=>f) (R=>R) (a~=>a~) (s=>s)
il ['i', 'l'] => il ['i', 'l'] Correct 0.0 <=>  (i=>i) (l=>l)
est ['e'] => est ['e'] Correct 0.0 <=>  (e=>e)
les ['e', 'z', 'e~'] => es ['e', 'z'] Erreur 1.0 <=>  (e=>e) (z=>z) (e~=>)
aux ['o', 'z'] => aux ['o', 'z'] Correct 0.0 <=>  (o=>o) (z=>z)
une ['n', 'e'] => est ['e'] Erreur 1.0 <=>  (n=>) (e=>e)
forte ['f', 'o', 'R', 't'] => forte ['f', 'o', 'R', 't'] Correct 0.0 <=>  (f=>f) (o=>o) (R=>R) (t=>t)
est [''] => est ['e'] Correct 1.0 <=>  (=>e)
sur ['s', 'y', 'R', 'y'] => sur ['s', 'y', 'R'] Correct 1.0 <=>  (s=>s) (y=>y) (R=>R) (y=>)
une ['n'] => est ['e'] Erreur 1.0 <=>  (n=>e)
dans ['p', 'a', 'z'] => par ['p', 'a', 'R'] Erreur 1.0 <=>  (p=>p) (a=>a) (z=>R)
une ['y', 'n'] => une ['y', 'n'] Correct 0.0 <=>  (y=>y) (n=>n)
dans ['d', 'e~'] => un ['e~'] Erreur 1.0 <=>  (d=>) (e~=>e~)
il ['i', 'O'] => il ['i', 'l'] Correct 1.0 <=>  (i=>i) (O=>l)
des ['d', 'e'] => des ['d', 'e'] Correct 0.0 <=>  (d=>d) (e=>e)
morts ['m', 'o', 'R'] => mort ['m', 'o', 'R'] Erreur 0.0 <=>  (m=>m) (o=>o) (R=>R)
morts ['m', 'o', 'R'] => mort ['m', 'o', 'R'] Erreur 0.0 <=>  (m=>m) (o=>o) (R=>R)
selon ['s', '@', 'd', 'w'] => sera ['s', '@', 'R', 'a'] Erreur 2.0 <=>  (s=>s) (@=>@) (d=>R) (w=>a)
un ['a', 'd', '@'] => âge ['a', 'Z', '@'] Erreur 1.0 <=>  (a=>a) (d=>Z) (@=>@)
et ['e', 'y'] => est ['e', 't'] Erreur 1.0 <=>  (e=>e) (y=>t)
une ['n'] => est ['e'] Erreur 1.0 <=>  (n=>e)
a ['a'] => à ['a'] Erreur 0.0 <=>  (a=>a)
dans ['d', 'a~'] => dans ['d', 'a~'] Correct 0.0 <=>  (d=>d) (a~=>a~)
les ['l', 'e'] => les ['l', 'e'] Correct 0.0 <=>  (l=>l) (e=>e)
villes ['v', 'i', 'l', 'z'] => villes ['v', 'i', 'l', 'z'] Correct 0.0 <=>  (v=>v) (i=>i) (l=>l) (z=>z)
une ['n'] => est ['e'] Erreur 1.0 <=>  (n=>e)
à ['a'] => à ['a'] Correct 0.0 <=>  (a=>a)
des ['d', 'e'] => des ['d', 'e'] Correct 0.0 <=>  (d=>d) (e=>e)
du ['b', 'l', 'i'] => bleus ['b', 'l', '2'] Erreur 1.0 <=>  (b=>b) (l=>l) (i=>2)
site ['s', 'i', 't', 'E'] => site ['s', 'i', 't'] Correct 1.0 <=>  (s=>s) (i=>i) (t=>t) (E=>)
très ['t', 'R', 'e'] => très ['t', 'R', 'e'] Correct 0.0 <=>  (t=>t) (R=>R) (e=>e)
et ['j'] => est ['e'] Erreur 1.0 <=>  (j=>e)
un ['e', 'n', 'e'] => est ['e', 't'] Erreur 2.0 <=>  (e=>e) (n=>) (e=>t)
sont ['s', 'o~'] => sont ['s', 'o~'] Correct 0.0 <=>  (s=>s) (o~=>o~)
sur ['s', 'y', 'R'] => sur ['s', 'y', 'R'] Correct 0.0 <=>  (s=>s) (y=>y) (R=>R)
place ['p', 'l', 'a', 's', '@'] => place ['p', 'l', 'a', 's', '@'] Correct 0.0 <=>  (p=>p) (l=>l) (a=>a) (s=>s) (@=>@)
à [''] => est ['e'] Erreur 1.0 <=>  (=>e)
la ['l', 'a'] => la ['l', 'a'] Correct 0.0 <=>  (l=>l) (a=>a)
qui ['k', 'i'] => qui ['k', 'i'] Correct 0.0 <=>  (k=>k) (i=>i)
depuis ['d', '@', 'p', 'H', 'i', 'z'] => depuis ['d', '@', 'p', 'H', 'i', 'z'] Correct 0.0 <=>  (d=>d) (@=>@) (p=>p) (H=>H) (i=>i) (z=>z)
hier ['j', 'E', 'R'] => hier ['j', 'E', 'R'] Correct 0.0 <=>  (j=>j) (E=>E) (R=>R)
soir ['s', 'w', 'a', 'R'] => soir ['s', 'w', 'a', 'R'] Correct 0.0 <=>  (s=>s) (w=>w) (a=>a) (R=>R)
par ['p', 'a', 'R'] => par ['p', 'a', 'R'] Correct 0.0 <=>  (p=>p) (a=>a) (R=>R)
des ['d', 'e'] => des ['d', 'e'] Correct 0.0 <=>  (d=>d) (e=>e)
a ['a'] => à ['a'] Erreur 0.0 <=>  (a=>a)
les ['l', 'e', 'l'] => les ['l', 'e'] Correct 1.0 <=>  (l=>l) (e=>e) (l=>)
la ['l', 'a'] => la ['l', 'a'] Correct 0.0 <=>  (l=>l) (a=>a)
sont ['s', 'o~', 's'] => sont ['s', 'o~', 't'] Correct 1.0 <=>  (s=>s) (o~=>o~) (s=>t)
pour ['p', 'u', 'R'] => pour ['p', 'u', 'R'] Correct 0.0 <=>  (p=>p) (u=>u) (R=>R)
rendre ['R', 'a~', 'd', 'R'] => rendre ['R', 'a~', 'd', 'R'] Correct 0.0 <=>  (R=>R) (a~=>a~) (d=>d) (R=>R)
à ['a'] => à ['a'] Correct 0.0 <=>  (a=>a)
une ['y', 'n'] => une ['y', 'n'] Correct 0.0 <=>  (y=>y) (n=>n)
les ['l', 'e', 'z'] => les ['l', 'e', 'z'] Correct 0.0 <=>  (l=>l) (e=>e) (z=>z)
autres ['o', 't', 'R'] => autre ['o', 't', 'R'] Erreur 0.0 <=>  (o=>o) (t=>t) (R=>R)
ont ['o~', 't'] => ont ['o~', 't'] Correct 0.0 <=>  (o~=>o~) (t=>t)
par ['p', 'a', 'R'] => par ['p', 'a', 'R'] Correct 0.0 <=>  (p=>p) (a=>a) (R=>R)
les ['d', 'e'] => des ['d', 'e'] Erreur 0.0 <=>  (d=>d) (e=>e)
12 ['d', 'u', 'z', '@'] => disent ['d', 'i', 'z', '@'] Erreur 1.0 <=>  (d=>d) (u=>i) (z=>z) (@=>@)
ont ['o~', 't'] => ont ['o~', 't'] Correct 0.0 <=>  (o~=>o~) (t=>t)
et [''] => est ['e'] Erreur 1.0 <=>  (=>e)
devant ['d', '@', 'v', 'a~'] => devant ['d', '@', 'v', 'a~'] Correct 0.0 <=>  (d=>d) (@=>@) (v=>v) (a~=>a~)
la [''] => est ['e'] Erreur 1.0 <=>  (=>e)
du ['d', 'y'] => du ['d', 'y'] Correct 0.0 <=>  (d=>d) (y=>y)
a ['R'] => est ['e'] Erreur 1.0 <=>  (R=>e)
à ['a'] => à ['a'] Correct 0.0 <=>  (a=>a)
du ['d', 'y'] => du ['d', 'y'] Correct 0.0 <=>  (d=>d) (y=>y)
et ['e'] => est ['e'] Erreur 0.0 <=>  (e=>e)
être ['E', 't', 'R'] => être ['E', 't', 'R'] Correct 0.0 <=>  (E=>E) (t=>t) (R=>R)
un ['e~'] => un ['e~'] Correct 0.0 <=>  (e~=>e~)
lieu ['l', 'j', '2'] => lieu ['l', 'j', '2'] Correct 0.0 <=>  (l=>l) (j=>j) (2=>2)
dans ['d', 'a~'] => dans ['d', 'a~'] Correct 0.0 <=>  (d=>d) (a~=>a~)
la ['l', 'a'] => la ['l', 'a'] Correct 0.0 <=>  (l=>l) (a=>a)
il ['i', 'l', 'n'] => il ['i', 'l'] Correct 1.0 <=>  (i=>i) (l=>l) (n=>)
un ['a'] => à ['a'] Erreur 0.0 <=>  (a=>a)
ou ['u', 'y'] => du ['d', 'y'] Erreur 1.0 <=>  (u=>d) (y=>y)
en ['a~'] => en ['a~'] Correct 0.0 <=>  (a~=>a~)
france ['f', 'R', 'a~', 's'] => france ['f', 'R', 'a~', 's'] Correct 0.0 <=>  (f=>f) (R=>R) (a~=>a~) (s=>s)
qui ['k', 'i'] => qui ['k', 'i'] Correct 0.0 <=>  (k=>k) (i=>i)
et ['e'] => est ['e'] Erreur 0.0 <=>  (e=>e)
la ['l', 'a'] => la ['l', 'a'] Correct 0.0 <=>  (l=>l) (a=>a)
du ['d', 'y'] => du ['d', 'y'] Correct 0.0 <=>  (d=>d) (y=>y)
sur ['s', '@'] => ça ['s', 'a'] Erreur 1.0 <=>  (s=>s) (@=>a)
à [''] => est ['e'] Erreur 1.0 <=>  (=>e)
un ['e~'] => un ['e~'] Correct 0.0 <=>  (e~=>e~)
pour ['p', 'u', 'R'] => pour ['p', 'u', 'R'] Correct 0.0 <=>  (p=>p) (u=>u) (R=>R)
en [''] => est ['e'] Erreur 1.0 <=>  (=>e)
les ['l', 'e'] => les ['l', 'e'] Correct 0.0 <=>  (l=>l) (e=>e)
et ['e'] => est ['e'] Erreur 0.0 <=>  (e=>e)
des ['d', 'e'] => des ['d', 'e'] Correct 0.0 <=>  (d=>d) (e=>e)
les ['e', 'z'] => es ['e', 'z'] Erreur 0.0 <=>  (e=>e) (z=>z)
hui ['d', 'H', 'i'] => dit ['d', 'i'] Erreur 1.0 <=>  (d=>d) (H=>) (i=>i)
leur ['e~'] => un ['e~'] Erreur 0.0 <=>  (e~=>e~)
dans ['d', 'a~', 'z'] => dans ['d', 'a~', 'z'] Correct 0.0 <=>  (d=>d) (a~=>a~) (z=>z)
une ['y', 'n'] => une ['y', 'n'] Correct 0.0 <=>  (y=>y) (n=>n)
chaque ['S', 'a', 'k'] => chaque ['S', 'a', 'k'] Correct 0.0 <=>  (S=>S) (a=>a) (k=>k)
autre ['o', 't', 'R'] => autre ['o', 't', 'R'] Correct 0.0 <=>  (o=>o) (t=>t) (R=>R)
lui ['H', 'i'] => hui ['H', 'i'] Erreur 0.0 <=>  (H=>H) (i=>i)
la ['l', 'a'] => la ['l', 'a'] Correct 0.0 <=>  (l=>l) (a=>a)
et ['e'] => est ['e'] Erreur 0.0 <=>  (e=>e)
cette ['s', 'E', 't'] => cette ['s', 'E', 't'] Correct 0.0 <=>  (s=>s) (E=>E) (t=>t)
dans ['d', 'a~'] => dans ['d', 'a~'] Correct 0.0 <=>  (d=>d) (a~=>a~)
la ['l', 'a'] => la ['l', 'a'] Correct 0.0 <=>  (l=>l) (a=>a)
rue ['R', 'e'] => est ['e'] Erreur 1.0 <=>  (R=>) (e=>e)
selon ['@', 'l', 'o~'] => selon ['s', '@', 'l', 'o~'] Correct 1.0 <=>  (=>s) (@=>@) (l=>l) (o~=>o~)
des ['d', 'e'] => des ['d', 'e'] Correct 0.0 <=>  (d=>d) (e=>e)
des ['d', 'e', 'z'] => des ['d', 'e', 'z'] Correct 0.0 <=>  (d=>d) (e=>e) (z=>z)
une ['n'] => est ['e'] Erreur 1.0 <=>  (n=>e)
3 ['t', 'R', 'w', 'a'] => 3 ['t', 'R', 'w', 'a'] Correct 0.0 <=>  (t=>t) (R=>R) (w=>w) (a=>a)
à ['a'] => à ['a'] Correct 0.0 <=>  (a=>a)
5 ['s', 'e~', 'k'] => 5 ['s', 'e~', 'k'] Correct 0.0 <=>  (s=>s) (e~=>e~) (k=>k)
points ['w', 'e~'] => un ['e~'] Erreur 1.0 <=>  (w=>) (e~=>e~)
sur ['s', 'y', 'R'] => sur ['s', 'y', 'R'] Correct 0.0 <=>  (s=>s) (y=>y) (R=>R)
premier ['p', 'R', '@', 'm', 'j', 'e'] => premier ['p', 'R', '@', 'm', 'j', 'e'] Correct 0.0 <=>  (p=>p) (R=>R) (@=>@) (m=>m) (j=>j) (e=>e)
pour ['t', 'R'] => tout ['t', 'u'] Erreur 1.0 <=>  (t=>t) (R=>u)
en ['R'] => est ['e'] Erreur 1.0 <=>  (R=>e)
la ['l', 'a'] => la ['l', 'a'] Correct 0.0 <=>  (l=>l) (a=>a)
france ['f', 'R', 'a~', 's'] => france ['f', 'R', 'a~', 's'] Correct 0.0 <=>  (f=>f) (R=>R) (a~=>a~) (s=>s)
a ['a'] => à ['a'] Erreur 0.0 <=>  (a=>a)
bien ['b', 'j', 'e~'] => bien ['b', 'j', 'e~'] Correct 0.0 <=>  (b=>b) (j=>j) (e~=>e~)
des ['d'] => est ['e'] Erreur 1.0 <=>  (d=>e)
une ['n'] => est ['e'] Erreur 1.0 <=>  (n=>e)
sur ['s', 'E', 'l'] => celle ['s', 'E', 'l'] Erreur 0.0 <=>  (s=>s) (E=>E) (l=>l)
à [''] => est ['e'] Erreur 1.0 <=>  (=>e)
à ['a'] => à ['a'] Correct 0.0 <=>  (a=>a)
pour ['p', 'u', 'R'] => pour ['p', 'u', 'R'] Correct 0.0 <=>  (p=>p) (u=>u) (R=>R)
la ['l', 'a'] => la ['l', 'a'] Correct 0.0 <=>  (l=>l) (a=>a)
deuxième ['d', '@', 'z', 'j', 'E', 'm', '@'] => deuxième ['d', '@', 'z', 'j', 'E', 'm'] Correct 1.0 <=>  (d=>d) (@=>@) (z=>z) (j=>j) (E=>E) (m=>m) (@=>)
13 ['t', 'R', 'E', 'z'] => 13 ['t', 'R', 'E', 'z'] Correct 0.0 <=>  (t=>t) (R=>R) (E=>E) (z=>z)
les ['e'] => est ['e'] Erreur 0.0 <=>  (e=>e)
bleus ['b', 'l', '2'] => bleus ['b', 'l', '2'] Correct 0.0 <=>  (b=>b) (l=>l) (2=>2)
au ['o', 'o'] => au ['o'] Correct 1.0 <=>  (o=>o) (o=>)
stade ['s', 't', 'a', 'd'] => stade ['s', 't', 'a', 'd'] Correct 0.0 <=>  (s=>s) (t=>t) (a=>a) (d=>d)
