dans ['t', 'o~'] => on ['o~'] Erreur 1.0 <=>  (t=>) (o~=>o~)
va ['v'] => est ['e'] Erreur 3.3 <=>  (v=>e)
et [''] => est ['e'] Erreur 3.3 <=>  (=>e)
cette ['s', 'e', 'k'] => ces ['s', 'e'] Erreur 2.3 <=>  (s=>s) (e=>e) (k=>)
elle ['E', 'l'] => elle ['E', 'l'] Correct 0.0 <=>  (E=>E) (l=>l)
et ['e'] => est ['e'] Erreur 0.0 <=>  (e=>e)
pour ['p', 'u', 'R'] => pour ['p', 'u', 'R'] Correct 0.0 <=>  (p=>p) (u=>u) (R=>R)
tout ['t', 'u'] => tout ['t', 'u'] Correct 0.0 <=>  (t=>t) (u=>u)
monde ['m', 'o~', 'd'] => monde ['m', 'o~', 'd'] Correct 0.0 <=>  (m=>m) (o~=>o~) (d=>d)
au ['O'] => est ['e'] Erreur 3.3 <=>  (O=>e)
tous ['t', 'u'] => tout ['t', 'u'] Erreur 0.0 <=>  (t=>t) (u=>u)
les ['l', 'e', 'z'] => les ['l', 'e', 'z'] Correct 0.0 <=>  (l=>l) (e=>e) (z=>z)
à ['a'] => à ['a'] Correct 0.0 <=>  (a=>a)
des ['d', 'e', 'z'] => des ['d', 'e', 'z'] Correct 0.0 <=>  (d=>d) (e=>e) (z=>z)
vous ['u'] => ou ['u'] Erreur 0.0 <=>  (u=>u)
qui ['k', 'i'] => qui ['k', 'i'] Correct 0.0 <=>  (k=>k) (i=>i)
sont ['s', 'o~'] => sont ['s', 'o~'] Correct 0.0 <=>  (s=>s) (o~=>o~)
au ['o'] => au ['o'] Correct 0.0 <=>  (o=>o)
à ['e'] => est ['e'] Erreur 0.0 <=>  (e=>e)
et ['e'] => est ['e'] Erreur 0.0 <=>  (e=>e)
une ['y', 'n'] => une ['y', 'n'] Correct 0.0 <=>  (y=>y) (n=>n)
qui ['i'] => qui ['k', 'i'] Correct 1.0 <=>  (=>k) (i=>i)
est [''] => est ['e'] Correct 3.3 <=>  (=>e)
&hein ['e~', 'd'] => un ['e~'] Erreur 2.3 <=>  (e~=>e~) (d=>)
la ['l', 'a'] => la ['l', 'a'] Correct 0.0 <=>  (l=>l) (a=>a)
des ['e'] => est ['e'] Erreur 0.0 <=>  (e=>e)
qui ['i'] => qui ['k', 'i'] Correct 1.0 <=>  (=>k) (i=>i)
son ['s', 'o~'] => sont ['s', 'o~'] Erreur 0.0 <=>  (s=>s) (o~=>o~)
en ['a~'] => en ['a~'] Correct 0.0 <=>  (a~=>a~)
vous ['u', 'z', 'a'] => à ['a'] Erreur 2.0 <=>  (u=>) (z=>) (a=>a)
des ['d', 'e'] => des ['d', 'e'] Correct 0.0 <=>  (d=>d) (e=>e)
qui ['k', 'i'] => qui ['k', 'i'] Correct 0.0 <=>  (k=>k) (i=>i)
sont ['s', 'o~'] => sont ['s', 'o~'] Correct 0.0 <=>  (s=>s) (o~=>o~)
qui ['i'] => qui ['k', 'i'] Correct 1.0 <=>  (=>k) (i=>i)
à ['a'] => à ['a'] Correct 0.0 <=>  (a=>a)
cette ['s', 'E', 't'] => cette ['s', 'E', 't'] Correct 0.0 <=>  (s=>s) (E=>E) (t=>t)
et ['i'] => qui ['k', 'i'] Erreur 1.0 <=>  (=>k) (i=>i)
tout ['t', 'u', 'l'] => tout ['t', 'u'] Correct 2.3 <=>  (t=>t) (u=>u) (l=>)
monde ['m', 'o~', 'd'] => monde ['m', 'o~', 'd'] Correct 0.0 <=>  (m=>m) (o~=>o~) (d=>d)
au ['u'] => ou ['u'] Erreur 0.0 <=>  (u=>u)
les ['l', 'e', 'z', 'a'] => les ['l', 'e', 'z'] Correct 2.3 <=>  (l=>l) (e=>e) (z=>z) (a=>)
à [''] => est ['e'] Erreur 3.3 <=>  (=>e)
ans ['a~'] => en ['a~'] Erreur 0.0 <=>  (a~=>a~)
à [''] => est ['e'] Erreur 3.3 <=>  (=>e)
pour ['k', 'u', 'R'] => pour ['p', 'u', 'R'] Correct 3.3 <=>  (k=>p) (u=>u) (R=>R)
à ['a'] => à ['a'] Correct 0.0 <=>  (a=>a)
pour ['p', 'u', 'R'] => pour ['p', 'u', 'R'] Correct 0.0 <=>  (p=>p) (u=>u) (R=>R)
à ['a'] => à ['a'] Correct 0.0 <=>  (a=>a)
vous ['v', 'u'] => vous ['v', 'u'] Correct 0.0 <=>  (v=>v) (u=>u)
non ['n', 'o~'] => non ['n', 'o~'] Correct 0.0 <=>  (n=>n) (o~=>o~)
pour ['p', 'u', 'R'] => pour ['p', 'u', 'R'] Correct 0.0 <=>  (p=>p) (u=>u) (R=>R)
la ['l', 'a'] => la ['l', 'a'] Correct 0.0 <=>  (l=>l) (a=>a)
hui ['H', 'i'] => hui ['H', 'i'] Correct 0.0 <=>  (H=>H) (i=>i)
à [''] => est ['e'] Erreur 3.3 <=>  (=>e)
à ['a'] => à ['a'] Correct 0.0 <=>  (a=>a)
et ['e'] => est ['e'] Erreur 0.0 <=>  (e=>e)
au ['o'] => au ['o'] Correct 0.0 <=>  (o=>o)
on [''] => est ['e'] Erreur 3.3 <=>  (=>e)
peut ['p', '2'] => peut ['p', '2'] Correct 0.0 <=>  (p=>p) (2=>2)
plus ['p', 'l', 'y'] => plus ['p', 'l', 'y'] Correct 0.0 <=>  (p=>p) (l=>l) (y=>y)
ses ['s', 'e'] => ces ['s', 'e'] Erreur 0.0 <=>  (s=>s) (e=>e)
pour ['R'] => heures ['9', 'R'] Erreur 1.0 <=>  (=>9) (R=>R)
son ['s', 'o~'] => sont ['s', 'o~'] Erreur 0.0 <=>  (s=>s) (o~=>o~)
en ['a~', 'n'] => en ['a~', 'n'] Correct 0.0 <=>  (a~=>a~) (n=>n)
et ['e'] => est ['e'] Erreur 0.0 <=>  (e=>e)
on ['o~'] => on ['o~'] Correct 0.0 <=>  (o~=>o~)
peut ['p', '2'] => peut ['p', '2'] Correct 0.0 <=>  (p=>p) (2=>2)
à ['a'] => à ['a'] Correct 0.0 <=>  (a=>a)
faire ['f', 'E', 'R'] => faire ['f', 'E', 'R'] Correct 0.0 <=>  (f=>f) (E=>E) (R=>R)
comme ['k', 'o', 'm'] => comme ['k', 'o', 'm'] Correct 0.0 <=>  (k=>k) (o=>o) (m=>m)
son ['s', 'o~', 'n'] => son ['s', 'o~', 'n'] Correct 0.0 <=>  (s=>s) (o~=>o~) (n=>n)
et ['e'] => est ['e'] Erreur 0.0 <=>  (e=>e)
les ['l', 'e'] => les ['l', 'e'] Correct 0.0 <=>  (l=>l) (e=>e)
du ['d', 'y'] => du ['d', 'y'] Correct 0.0 <=>  (d=>d) (y=>y)
des ['d', 'e', 'z'] => des ['d', 'e', 'z'] Correct 0.0 <=>  (d=>d) (e=>e) (z=>z)
ça ['a'] => à ['a'] Erreur 0.0 <=>  (a=>a)
pour ['p', 'u', 'R'] => pour ['p', 'u', 'R'] Correct 0.0 <=>  (p=>p) (u=>u) (R=>R)
sur ['s', 'y', 'R'] => sur ['s', 'y', 'R'] Correct 0.0 <=>  (s=>s) (y=>y) (R=>R)
à ['a'] => à ['a'] Correct 0.0 <=>  (a=>a)
et ['e'] => est ['e'] Erreur 0.0 <=>  (e=>e)
ou ['w'] => est ['e'] Erreur 3.3 <=>  (w=>e)
au ['a'] => à ['a'] Erreur 0.0 <=>  (a=>a)
un ['e~', 'n'] => un ['e~', 'n'] Correct 0.0 <=>  (e~=>e~) (n=>n)
dans ['d', 'a~', 'l'] => dans ['d', 'a~'] Correct 2.3 <=>  (d=>d) (a~=>a~) (l=>)
monde ['m', 'o~', 'd'] => monde ['m', 'o~', 'd'] Correct 0.0 <=>  (m=>m) (o~=>o~) (d=>d)
et [''] => est ['e'] Erreur 3.3 <=>  (=>e)
la ['l', 'a'] => la ['l', 'a'] Correct 0.0 <=>  (l=>l) (a=>a)
est [''] => est ['e'] Correct 3.3 <=>  (=>e)
à ['a'] => à ['a'] Correct 0.0 <=>  (a=>a)
la ['l', 'a'] => la ['l', 'a'] Correct 0.0 <=>  (l=>l) (a=>a)
sera ['s', 'R', 'a'] => sera ['s', 'R', 'a'] Correct 0.0 <=>  (s=>s) (R=>R) (a=>a)
dans ['k', 'a~'] => quand ['k', 'a~'] Erreur 0.0 <=>  (k=>k) (a~=>a~)
en [''] => est ['e'] Erreur 3.3 <=>  (=>e)
france ['f', 'R', 'a~', 's'] => france ['f', 'R', 'a~', 's'] Correct 0.0 <=>  (f=>f) (R=>R) (a~=>a~) (s=>s)
il ['i', 'l'] => il ['i', 'l'] Correct 0.0 <=>  (i=>i) (l=>l)
est ['e'] => est ['e'] Correct 0.0 <=>  (e=>e)
les ['e', 'z', 'e~'] => un ['e~'] Erreur 2.0 <=>  (e=>) (z=>) (e~=>e~)
aux ['o', 'z'] => aux ['o', 'z'] Correct 0.0 <=>  (o=>o) (z=>z)
une ['n', 'e'] => est ['e'] Erreur 1.0 <=>  (n=>) (e=>e)
est [''] => est ['e'] Correct 3.3 <=>  (=>e)
sur ['s', 'y', 'R', 'y'] => sur ['s', 'y', 'R'] Correct 2.3 <=>  (s=>s) (y=>y) (R=>R) (y=>)
une ['n'] => on ['o~', 'n'] Erreur 1.0 <=>  (=>o~) (n=>n)
dans ['p', 'a', 'z'] => à ['a'] Erreur 3.3 <=>  (p=>) (a=>a) (z=>)
une ['y', 'n'] => une ['y', 'n'] Correct 0.0 <=>  (y=>y) (n=>n)
dans ['d', 'e~'] => un ['e~'] Erreur 1.0 <=>  (d=>) (e~=>e~)
il ['i', 'O'] => qui ['k', 'i'] Erreur 3.3 <=>  (=>k) (i=>i) (O=>)
des ['d', 'e'] => des ['d', 'e'] Correct 0.0 <=>  (d=>d) (e=>e)
un ['a', 'd', '@'] => monde ['m', 'o~', 'd', '@'] Erreur 4.3 <=>  (=>m) (a=>o~) (d=>d) (@=>@)
et ['e', 'y'] => est ['e'] Erreur 2.3 <=>  (e=>e) (y=>)
une ['n'] => on ['o~', 'n'] Erreur 1.0 <=>  (=>o~) (n=>n)
a ['a'] => à ['a'] Erreur 0.0 <=>  (a=>a)
dans ['d', 'a~'] => dans ['d', 'a~'] Correct 0.0 <=>  (d=>d) (a~=>a~)
les ['l', 'e'] => les ['l', 'e'] Correct 0.0 <=>  (l=>l) (e=>e)
une ['n'] => on ['o~', 'n'] Erreur 1.0 <=>  (=>o~) (n=>n)
à ['a'] => à ['a'] Correct 0.0 <=>  (a=>a)
des ['d', 'e'] => des ['d', 'e'] Correct 0.0 <=>  (d=>d) (e=>e)
du ['b', 'l', 'i'] => il ['i', 'l'] Erreur 5.6 <=>  (b=>) (l=>) (i=>i) (=>l)
très ['t', 'R', 'e'] => très ['t', 'R', 'e'] Correct 0.0 <=>  (t=>t) (R=>R) (e=>e)
et ['j'] => est ['e'] Erreur 3.3 <=>  (j=>e)
un ['e', 'n', 'e'] => est ['e'] Erreur 2.0 <=>  (e=>) (n=>) (e=>e)
sont ['s', 'o~'] => sont ['s', 'o~'] Correct 0.0 <=>  (s=>s) (o~=>o~)
sur ['s', 'y', 'R'] => sur ['s', 'y', 'R'] Correct 0.0 <=>  (s=>s) (y=>y) (R=>R)
à [''] => est ['e'] Erreur 3.3 <=>  (=>e)
la ['l', 'a'] => la ['l', 'a'] Correct 0.0 <=>  (l=>l) (a=>a)
qui ['k', 'i'] => qui ['k', 'i'] Correct 0.0 <=>  (k=>k) (i=>i)
depuis ['d', '@', 'p', 'H', 'i', 'z'] => depuis ['d', '@', 'p', 'H', 'i', 'z'] Correct 0.0 <=>  (d=>d) (@=>@) (p=>p) (H=>H) (i=>i) (z=>z)
par ['p', 'a', 'R'] => par ['p', 'a', 'R'] Correct 0.0 <=>  (p=>p) (a=>a) (R=>R)
des ['d', 'e'] => des ['d', 'e'] Correct 0.0 <=>  (d=>d) (e=>e)
a ['a'] => à ['a'] Erreur 0.0 <=>  (a=>a)
les ['l', 'e', 'l'] => les ['l', 'e'] Correct 2.3 <=>  (l=>l) (e=>e) (l=>)
la ['l', 'a'] => la ['l', 'a'] Correct 0.0 <=>  (l=>l) (a=>a)
sont ['s', 'o~', 's'] => sont ['s', 'o~'] Correct 2.3 <=>  (s=>s) (o~=>o~) (s=>)
pour ['p', 'u', 'R'] => pour ['p', 'u', 'R'] Correct 0.0 <=>  (p=>p) (u=>u) (R=>R)
à ['a'] => à ['a'] Correct 0.0 <=>  (a=>a)
une ['y', 'n'] => une ['y', 'n'] Correct 0.0 <=>  (y=>y) (n=>n)
les ['l', 'e', 'z'] => les ['l', 'e', 'z'] Correct 0.0 <=>  (l=>l) (e=>e) (z=>z)
ont ['o~', 't'] => ont ['o~', 't'] Correct 0.0 <=>  (o~=>o~) (t=>t)
par ['p', 'a', 'R'] => par ['p', 'a', 'R'] Correct 0.0 <=>  (p=>p) (a=>a) (R=>R)
les ['d', 'e'] => des ['d', 'e'] Erreur 0.0 <=>  (d=>d) (e=>e)
ont ['o~', 't'] => ont ['o~', 't'] Correct 0.0 <=>  (o~=>o~) (t=>t)
et [''] => est ['e'] Erreur 3.3 <=>  (=>e)
la [''] => est ['e'] Erreur 3.3 <=>  (=>e)
du ['d', 'y'] => du ['d', 'y'] Correct 0.0 <=>  (d=>d) (y=>y)
a ['R'] => heures ['9', 'R'] Erreur 1.0 <=>  (=>9) (R=>R)
à ['a'] => à ['a'] Correct 0.0 <=>  (a=>a)
du ['d', 'y'] => du ['d', 'y'] Correct 0.0 <=>  (d=>d) (y=>y)
et ['e'] => est ['e'] Erreur 0.0 <=>  (e=>e)
être ['E', 't', 'R'] => être ['E', 't', 'R'] Correct 0.0 <=>  (E=>E) (t=>t) (R=>R)
un ['e~'] => un ['e~'] Correct 0.0 <=>  (e~=>e~)
dans ['d', 'a~'] => dans ['d', 'a~'] Correct 0.0 <=>  (d=>d) (a~=>a~)
la ['l', 'a'] => la ['l', 'a'] Correct 0.0 <=>  (l=>l) (a=>a)
il ['i', 'l', 'n'] => il ['i', 'l'] Correct 2.3 <=>  (i=>i) (l=>l) (n=>)
un ['a'] => à ['a'] Erreur 0.0 <=>  (a=>a)
ou ['u', 'y'] => ou ['u'] Correct 2.3 <=>  (u=>u) (y=>)
en ['a~'] => en ['a~'] Correct 0.0 <=>  (a~=>a~)
france ['f', 'R', 'a~', 's'] => france ['f', 'R', 'a~', 's'] Correct 0.0 <=>  (f=>f) (R=>R) (a~=>a~) (s=>s)
qui ['k', 'i'] => qui ['k', 'i'] Correct 0.0 <=>  (k=>k) (i=>i)
et ['e'] => est ['e'] Erreur 0.0 <=>  (e=>e)
la ['l', 'a'] => la ['l', 'a'] Correct 0.0 <=>  (l=>l) (a=>a)
du ['d', 'y'] => du ['d', 'y'] Correct 0.0 <=>  (d=>d) (y=>y)
sur ['s', '@'] => est-ce ['e', 's', '@'] Erreur 1.0 <=>  (=>e) (s=>s) (@=>@)
à [''] => est ['e'] Erreur 3.3 <=>  (=>e)
un ['e~'] => un ['e~'] Correct 0.0 <=>  (e~=>e~)
pour ['p', 'u', 'R'] => pour ['p', 'u', 'R'] Correct 0.0 <=>  (p=>p) (u=>u) (R=>R)
en [''] => est ['e'] Erreur 3.3 <=>  (=>e)
les ['l', 'e'] => les ['l', 'e'] Correct 0.0 <=>  (l=>l) (e=>e)
et ['e'] => est ['e'] Erreur 0.0 <=>  (e=>e)
des ['d', 'e'] => des ['d', 'e'] Correct 0.0 <=>  (d=>d) (e=>e)
les ['e', 'z'] => les ['l', 'e', 'z'] Correct 1.0 <=>  (=>l) (e=>e) (z=>z)
hui ['d', 'H', 'i'] => hui ['H', 'i'] Correct 1.0 <=>  (d=>) (H=>H) (i=>i)
leur ['e~'] => un ['e~'] Erreur 0.0 <=>  (e~=>e~)
dans ['d', 'a~', 'z'] => dans ['d', 'a~', 'z'] Correct 0.0 <=>  (d=>d) (a~=>a~) (z=>z)
une ['y', 'n'] => une ['y', 'n'] Correct 0.0 <=>  (y=>y) (n=>n)
autre ['o', 't', 'R'] => autre ['o', 't', 'R'] Correct 0.0 <=>  (o=>o) (t=>t) (R=>R)
lui ['H', 'i'] => hui ['H', 'i'] Erreur 0.0 <=>  (H=>H) (i=>i)
la ['l', 'a'] => la ['l', 'a'] Correct 0.0 <=>  (l=>l) (a=>a)
et ['e'] => est ['e'] Erreur 0.0 <=>  (e=>e)
cette ['s', 'E', 't'] => cette ['s', 'E', 't'] Correct 0.0 <=>  (s=>s) (E=>E) (t=>t)
dans ['d', 'a~'] => dans ['d', 'a~'] Correct 0.0 <=>  (d=>d) (a~=>a~)
la ['l', 'a'] => la ['l', 'a'] Correct 0.0 <=>  (l=>l) (a=>a)
des ['d', 'e'] => des ['d', 'e'] Correct 0.0 <=>  (d=>d) (e=>e)
des ['d', 'e', 'z'] => des ['d', 'e', 'z'] Correct 0.0 <=>  (d=>d) (e=>e) (z=>z)
une ['n'] => on ['o~', 'n'] Erreur 1.0 <=>  (=>o~) (n=>n)
à ['a'] => à ['a'] Correct 0.0 <=>  (a=>a)
sur ['s', 'y', 'R'] => sur ['s', 'y', 'R'] Correct 0.0 <=>  (s=>s) (y=>y) (R=>R)
premier ['p', 'R', '@', 'm', 'j', 'e'] => premier ['p', 'R', '@', 'm', 'j', 'e'] Correct 0.0 <=>  (p=>p) (R=>R) (@=>@) (m=>m) (j=>j) (e=>e)
pour ['t', 'R'] => être ['E', 't', 'R'] Erreur 1.0 <=>  (=>E) (t=>t) (R=>R)
en ['R'] => heures ['9', 'R'] Erreur 1.0 <=>  (=>9) (R=>R)
la ['l', 'a'] => la ['l', 'a'] Correct 0.0 <=>  (l=>l) (a=>a)
france ['f', 'R', 'a~', 's'] => france ['f', 'R', 'a~', 's'] Correct 0.0 <=>  (f=>f) (R=>R) (a~=>a~) (s=>s)
a ['a'] => à ['a'] Erreur 0.0 <=>  (a=>a)
bien ['b', 'j', 'e~'] => bien ['b', 'j', 'e~'] Correct 0.0 <=>  (b=>b) (j=>j) (e~=>e~)
des ['d'] => monde ['m', 'o~', 'd'] Erreur 2.0 <=>  (=>m) (=>o~) (d=>d)
une ['n'] => on ['o~', 'n'] Erreur 1.0 <=>  (=>o~) (n=>n)
sur ['s', 'E', 'l'] => elle ['E', 'l'] Erreur 1.0 <=>  (s=>) (E=>E) (l=>l)
à [''] => est ['e'] Erreur 3.3 <=>  (=>e)
à ['a'] => à ['a'] Correct 0.0 <=>  (a=>a)
pour ['p', 'u', 'R'] => pour ['p', 'u', 'R'] Correct 0.0 <=>  (p=>p) (u=>u) (R=>R)
la ['l', 'a'] => la ['l', 'a'] Correct 0.0 <=>  (l=>l) (a=>a)
les ['e'] => est ['e'] Erreur 0.0 <=>  (e=>e)
au ['o', 'o'] => au ['o'] Correct 1.0 <=>  (o=>o) (o=>)
france ['f', 'R', 'a~', 's'] => france ['f', 'R', 'a~', 's'] Correct 0.0 <=>  (f=>f) (R=>R) (a~=>a~) (s=>s)
a ['a'] => à ['a'] Erreur 0.0 <=>  (a=>a)
à ['a'] => à ['a'] Correct 0.0 <=>  (a=>a)
et ['e'] => est ['e'] Erreur 0.0 <=>  (e=>e)
a ['a'] => à ['a'] Erreur 0.0 <=>  (a=>a)
à ['e'] => est ['e'] Erreur 0.0 <=>  (e=>e)
en ['f'] => est ['e'] Erreur 3.3 <=>  (f=>e)
la ['l', 'a'] => la ['l', 'a'] Correct 0.0 <=>  (l=>l) (a=>a)
la ['l', 'a'] => la ['l', 'a'] Correct 0.0 <=>  (l=>l) (a=>a)
a [''] => est ['e'] Erreur 3.3 <=>  (=>e)
à ['a'] => à ['a'] Correct 0.0 <=>  (a=>a)
et ['e'] => est ['e'] Erreur 0.0 <=>  (e=>e)
ont [''] => est ['e'] Erreur 3.3 <=>  (=>e)
fait ['f', 'E'] => fait ['f', 'E'] Correct 0.0 <=>  (f=>f) (E=>E)
et ['d', 'e'] => des ['d', 'e'] Erreur 0.0 <=>  (d=>d) (e=>e)
à ['a'] => à ['a'] Correct 0.0 <=>  (a=>a)
est ['e', 't'] => est ['e', 't'] Correct 0.0 <=>  (e=>e) (t=>t)
un ['e~'] => un ['e~'] Correct 0.0 <=>  (e~=>e~)
un ['e~', 'n', 'o'] => au ['o'] Erreur 2.0 <=>  (e~=>) (n=>) (o=>o)
ans ['a~'] => en ['a~'] Erreur 0.0 <=>  (a~=>a~)
par ['p', 'a', 'R'] => par ['p', 'a', 'R'] Correct 0.0 <=>  (p=>p) (a=>a) (R=>R)
une ['y', 'n'] => une ['y', 'n'] Correct 0.0 <=>  (y=>y) (n=>n)
il ['e'] => est ['e'] Erreur 0.0 <=>  (e=>e)
à ['a'] => à ['a'] Correct 0.0 <=>  (a=>a)
dans ['d', 'a~'] => dans ['d', 'a~'] Correct 0.0 <=>  (d=>d) (a~=>a~)
la ['l', 'a'] => la ['l', 'a'] Correct 0.0 <=>  (l=>l) (a=>a)
a [''] => est ['e'] Erreur 3.3 <=>  (=>e)
hui ['H', 'i'] => hui ['H', 'i'] Correct 0.0 <=>  (H=>H) (i=>i)
a ['a'] => à ['a'] Erreur 0.0 <=>  (a=>a)
sans ['s', 'a~'] => sans ['s', 'a~'] Correct 0.0 <=>  (s=>s) (a~=>a~)
à [''] => est ['e'] Erreur 3.3 <=>  (=>e)
une ['y', 'n'] => une ['y', 'n'] Correct 0.0 <=>  (y=>y) (n=>n)
il ['i', 'e'] => est ['e'] Erreur 1.0 <=>  (i=>) (e=>e)
son ['s', 'o~'] => sont ['s', 'o~'] Erreur 0.0 <=>  (s=>s) (o~=>o~)
et ['e'] => est ['e'] Erreur 0.0 <=>  (e=>e)
un ['e~'] => un ['e~'] Correct 0.0 <=>  (e~=>e~)
la ['l', 'a'] => la ['l', 'a'] Correct 0.0 <=>  (l=>l) (a=>a)
il ['e'] => est ['e'] Erreur 0.0 <=>  (e=>e)
dans ['d', 'o~'] => on ['o~'] Erreur 1.0 <=>  (d=>) (o~=>o~)
sur ['s', 'y', 'R'] => sur ['s', 'y', 'R'] Correct 0.0 <=>  (s=>s) (y=>y) (R=>R)
les ['l', 'e'] => les ['l', 'e'] Correct 0.0 <=>  (l=>l) (e=>e)
france ['f', 'R', 'a~', 's'] => france ['f', 'R', 'a~', 's'] Correct 0.0 <=>  (f=>f) (R=>R) (a~=>a~) (s=>s)
la ['l', 'a'] => la ['l', 'a'] Correct 0.0 <=>  (l=>l) (a=>a)
hui ['d', 'H', 'i'] => hui ['H', 'i'] Correct 1.0 <=>  (d=>) (H=>H) (i=>i)
à [''] => est ['e'] Erreur 3.3 <=>  (=>e)
à ['a'] => à ['a'] Correct 0.0 <=>  (a=>a)
et ['e'] => est ['e'] Erreur 0.0 <=>  (e=>e)
au ['o'] => au ['o'] Correct 0.0 <=>  (o=>o)
on [''] => est ['e'] Erreur 3.3 <=>  (=>e)
peut ['p', '2'] => peut ['p', '2'] Correct 0.0 <=>  (p=>p) (2=>2)
plus ['p', 'l', 'y'] => plus ['p', 'l', 'y'] Correct 0.0 <=>  (p=>p) (l=>l) (y=>y)
ses ['s', 'e'] => ces ['s', 'e'] Erreur 0.0 <=>  (s=>s) (e=>e)
pour ['R'] => heures ['9', 'R'] Erreur 1.0 <=>  (=>9) (R=>R)
son ['s', 'o~'] => sont ['s', 'o~'] Erreur 0.0 <=>  (s=>s) (o~=>o~)
en ['a~', 'n'] => en ['a~', 'n'] Correct 0.0 <=>  (a~=>a~) (n=>n)
et ['e'] => est ['e'] Erreur 0.0 <=>  (e=>e)
on ['o~'] => on ['o~'] Correct 0.0 <=>  (o~=>o~)
peut ['p', '2'] => peut ['p', '2'] Correct 0.0 <=>  (p=>p) (2=>2)
à ['a'] => à ['a'] Correct 0.0 <=>  (a=>a)
faire ['f', 'E', 'R'] => faire ['f', 'E', 'R'] Correct 0.0 <=>  (f=>f) (E=>E) (R=>R)
comme ['k', 'o', 'm'] => comme ['k', 'o', 'm'] Correct 0.0 <=>  (k=>k) (o=>o) (m=>m)
son ['s', 'o~', 'n'] => son ['s', 'o~', 'n'] Correct 0.0 <=>  (s=>s) (o~=>o~) (n=>n)
et ['e'] => est ['e'] Erreur 0.0 <=>  (e=>e)
les ['l', 'e'] => les ['l', 'e'] Correct 0.0 <=>  (l=>l) (e=>e)
du ['d', 'y'] => du ['d', 'y'] Correct 0.0 <=>  (d=>d) (y=>y)
des ['d', 'e', 'z'] => des ['d', 'e', 'z'] Correct 0.0 <=>  (d=>d) (e=>e) (z=>z)
ça ['a'] => à ['a'] Erreur 0.0 <=>  (a=>a)
pour ['R'] => heures ['9', 'R'] Erreur 1.0 <=>  (=>9) (R=>R)
sur ['s', 'y', 'R'] => sur ['s', 'y', 'R'] Correct 0.0 <=>  (s=>s) (y=>y) (R=>R)
à ['a'] => à ['a'] Correct 0.0 <=>  (a=>a)
et ['e'] => est ['e'] Erreur 0.0 <=>  (e=>e)
ou [''] => est ['e'] Erreur 3.3 <=>  (=>e)
au ['a'] => à ['a'] Erreur 0.0 <=>  (a=>a)
un ['e~', 'n'] => un ['e~', 'n'] Correct 0.0 <=>  (e~=>e~) (n=>n)
dans ['a~'] => en ['a~'] Erreur 0.0 <=>  (a~=>a~)
monde ['m', 'o~', 'd'] => monde ['m', 'o~', 'd'] Correct 0.0 <=>  (m=>m) (o~=>o~) (d=>d)
