dans ['t', 'o~'] => on ['o~'] Erreur 1.0 <=>  (t=>) (o~=>o~)
va ['v'] => est ['e'] Erreur 1.0 <=>  (v=>e)
et [''] => est ['e'] Erreur 1.0 <=>  (=>e)
cette ['s', 'e', 'k'] => ces ['s', 'e', 'z'] Erreur 1.0 <=>  (s=>s) (e=>e) (k=>z)
elle ['E', 'l'] => elle ['E', 'l'] Correct 0.0 <=>  (E=>E) (l=>l)
et ['e'] => est ['e'] Erreur 0.0 <=>  (e=>e)
pour ['p', 'u', 'R'] => pour ['p', 'u', 'R'] Correct 0.0 <=>  (p=>p) (u=>u) (R=>R)
tout ['t', 'u'] => tout ['t', 'u'] Correct 0.0 <=>  (t=>t) (u=>u)
monde ['m', 'o~', 'd'] => monde ['m', 'o~', 'd'] Correct 0.0 <=>  (m=>m) (o~=>o~) (d=>d)
au ['O'] => est ['e'] Erreur 1.0 <=>  (O=>e)
tous ['t', 'u'] => tout ['t', 'u'] Erreur 0.0 <=>  (t=>t) (u=>u)
les ['l', 'e', 'z'] => les ['l', 'e', 'z'] Correct 0.0 <=>  (l=>l) (e=>e) (z=>z)
à ['a'] => à ['a'] Correct 0.0 <=>  (a=>a)
des ['d', 'e', 'z'] => des ['d', 'e', 'z'] Correct 0.0 <=>  (d=>d) (e=>e) (z=>z)
vous ['u'] => ou ['u'] Erreur 0.0 <=>  (u=>u)
qui ['k', 'i'] => qui ['k', 'i'] Correct 0.0 <=>  (k=>k) (i=>i)
sont ['s', 'o~'] => sont ['s', 'o~'] Correct 0.0 <=>  (s=>s) (o~=>o~)
au ['o'] => au ['o'] Correct 0.0 <=>  (o=>o)
à ['e'] => est ['e'] Erreur 0.0 <=>  (e=>e)
et ['e'] => est ['e'] Erreur 0.0 <=>  (e=>e)
une ['y', 'n'] => une ['y', 'n'] Correct 0.0 <=>  (y=>y) (n=>n)
qui ['i'] => est ['e'] Erreur 1.0 <=>  (i=>e)
est [''] => est ['e'] Correct 1.0 <=>  (=>e)
&hein ['e~', 'd'] => un ['e~'] Erreur 1.0 <=>  (e~=>e~) (d=>)
la ['l', 'a'] => la ['l', 'a'] Correct 0.0 <=>  (l=>l) (a=>a)
des ['e'] => est ['e'] Erreur 0.0 <=>  (e=>e)
qui ['i'] => est ['e'] Erreur 1.0 <=>  (i=>e)
son ['s', 'o~'] => sont ['s', 'o~'] Erreur 0.0 <=>  (s=>s) (o~=>o~)
en ['a~'] => en ['a~'] Correct 0.0 <=>  (a~=>a~)
vous ['u', 'z', 'a'] => la ['l', 'a'] Erreur 2.0 <=>  (u=>) (z=>l) (a=>a)
des ['d', 'e'] => des ['d', 'e'] Correct 0.0 <=>  (d=>d) (e=>e)
qui ['k', 'i'] => qui ['k', 'i'] Correct 0.0 <=>  (k=>k) (i=>i)
sont ['s', 'o~'] => sont ['s', 'o~'] Correct 0.0 <=>  (s=>s) (o~=>o~)
qui ['i'] => est ['e'] Erreur 1.0 <=>  (i=>e)
à ['a'] => à ['a'] Correct 0.0 <=>  (a=>a)
cette ['s', 'E', 't'] => cette ['s', 'E', 't'] Correct 0.0 <=>  (s=>s) (E=>E) (t=>t)
et ['i'] => est ['e'] Erreur 1.0 <=>  (i=>e)
tout ['t', 'u', 'l'] => tout ['t', 'u'] Correct 1.0 <=>  (t=>t) (u=>u) (l=>)
monde ['m', 'o~', 'd'] => monde ['m', 'o~', 'd'] Correct 0.0 <=>  (m=>m) (o~=>o~) (d=>d)
au ['u'] => ou ['u'] Erreur 0.0 <=>  (u=>u)
les ['l', 'e', 'z', 'a'] => les ['l', 'e', 'z'] Correct 1.0 <=>  (l=>l) (e=>e) (z=>z) (a=>)
à [''] => est ['e'] Erreur 1.0 <=>  (=>e)
ans ['a~'] => en ['a~'] Erreur 0.0 <=>  (a~=>a~)
à [''] => est ['e'] Erreur 1.0 <=>  (=>e)
pour ['k', 'u', 'R'] => pour ['p', 'u', 'R'] Correct 1.0 <=>  (k=>p) (u=>u) (R=>R)
à ['a'] => à ['a'] Correct 0.0 <=>  (a=>a)
pour ['p', 'u', 'R'] => pour ['p', 'u', 'R'] Correct 0.0 <=>  (p=>p) (u=>u) (R=>R)
à ['a'] => à ['a'] Correct 0.0 <=>  (a=>a)
vous ['v', 'u'] => vous ['v', 'u'] Correct 0.0 <=>  (v=>v) (u=>u)
non ['n', 'o~'] => non ['n', 'o~'] Correct 0.0 <=>  (n=>n) (o~=>o~)
pour ['p', 'u', 'R'] => pour ['p', 'u', 'R'] Correct 0.0 <=>  (p=>p) (u=>u) (R=>R)
la ['l', 'a'] => la ['l', 'a'] Correct 0.0 <=>  (l=>l) (a=>a)
hui ['H', 'i'] => hui ['H', 'i'] Correct 0.0 <=>  (H=>H) (i=>i)
à [''] => est ['e'] Erreur 1.0 <=>  (=>e)
à ['a'] => à ['a'] Correct 0.0 <=>  (a=>a)
et ['e'] => est ['e'] Erreur 0.0 <=>  (e=>e)
au ['o'] => au ['o'] Correct 0.0 <=>  (o=>o)
on [''] => est ['e'] Erreur 1.0 <=>  (=>e)
peut ['p', '2'] => peut ['p', '2'] Correct 0.0 <=>  (p=>p) (2=>2)
plus ['p', 'l', 'y'] => plus ['p', 'l', 'y'] Correct 0.0 <=>  (p=>p) (l=>l) (y=>y)
ses ['s', 'e'] => ces ['s', 'e'] Erreur 0.0 <=>  (s=>s) (e=>e)
pour ['R'] => est ['e'] Erreur 1.0 <=>  (R=>e)
son ['s', 'o~'] => sont ['s', 'o~'] Erreur 0.0 <=>  (s=>s) (o~=>o~)
en ['a~', 'n'] => en ['a~', 'n'] Correct 0.0 <=>  (a~=>a~) (n=>n)
et ['e'] => est ['e'] Erreur 0.0 <=>  (e=>e)
on ['o~'] => on ['o~'] Correct 0.0 <=>  (o~=>o~)
peut ['p', '2'] => peut ['p', '2'] Correct 0.0 <=>  (p=>p) (2=>2)
à ['a'] => à ['a'] Correct 0.0 <=>  (a=>a)
faire ['f', 'E', 'R'] => faire ['f', 'E', 'R'] Correct 0.0 <=>  (f=>f) (E=>E) (R=>R)
comme ['k', 'o', 'm'] => comme ['k', 'o', 'm'] Correct 0.0 <=>  (k=>k) (o=>o) (m=>m)
son ['s', 'o~', 'n'] => son ['s', 'o~', 'n'] Correct 0.0 <=>  (s=>s) (o~=>o~) (n=>n)
et ['e'] => est ['e'] Erreur 0.0 <=>  (e=>e)
les ['l', 'e'] => les ['l', 'e'] Correct 0.0 <=>  (l=>l) (e=>e)
du ['d', 'y'] => du ['d', 'y'] Correct 0.0 <=>  (d=>d) (y=>y)
des ['d', 'e', 'z'] => des ['d', 'e', 'z'] Correct 0.0 <=>  (d=>d) (e=>e) (z=>z)
ça ['a'] => à ['a'] Erreur 0.0 <=>  (a=>a)
pour ['p', 'u', 'R'] => pour ['p', 'u', 'R'] Correct 0.0 <=>  (p=>p) (u=>u) (R=>R)
sur ['s', 'y', 'R'] => sur ['s', 'y', 'R'] Correct 0.0 <=>  (s=>s) (y=>y) (R=>R)
à ['a'] => à ['a'] Correct 0.0 <=>  (a=>a)
et ['e'] => est ['e'] Erreur 0.0 <=>  (e=>e)
ou ['w'] => est ['e'] Erreur 1.0 <=>  (w=>e)
au ['a'] => à ['a'] Erreur 0.0 <=>  (a=>a)
un ['e~', 'n'] => un ['e~', 'n'] Correct 0.0 <=>  (e~=>e~) (n=>n)
dans ['d', 'a~', 'l'] => dans ['d', 'a~', 'z'] Correct 1.0 <=>  (d=>d) (a~=>a~) (l=>z)
monde ['m', 'o~', 'd'] => monde ['m', 'o~', 'd'] Correct 0.0 <=>  (m=>m) (o~=>o~) (d=>d)
et [''] => est ['e'] Erreur 1.0 <=>  (=>e)
la ['l', 'a'] => la ['l', 'a'] Correct 0.0 <=>  (l=>l) (a=>a)
est [''] => est ['e'] Correct 1.0 <=>  (=>e)
à ['a'] => à ['a'] Correct 0.0 <=>  (a=>a)
la ['l', 'a'] => la ['l', 'a'] Correct 0.0 <=>  (l=>l) (a=>a)
sera ['s', 'R', 'a'] => sera ['s', 'R', 'a'] Correct 0.0 <=>  (s=>s) (R=>R) (a=>a)
dans ['k', 'a~'] => quand ['k', 'a~'] Erreur 0.0 <=>  (k=>k) (a~=>a~)
en [''] => est ['e'] Erreur 1.0 <=>  (=>e)
france ['f', 'R', 'a~', 's'] => france ['f', 'R', 'a~', 's'] Correct 0.0 <=>  (f=>f) (R=>R) (a~=>a~) (s=>s)
il ['i', 'l'] => il ['i', 'l'] Correct 0.0 <=>  (i=>i) (l=>l)
est ['e'] => est ['e'] Correct 0.0 <=>  (e=>e)
les ['e', 'z', 'e~'] => est ['e', 't'] Erreur 2.0 <=>  (e=>e) (z=>) (e~=>t)
aux ['o', 'z'] => aux ['o', 'z'] Correct 0.0 <=>  (o=>o) (z=>z)
une ['n', 'e'] => est ['e'] Erreur 1.0 <=>  (n=>) (e=>e)
est [''] => est ['e'] Correct 1.0 <=>  (=>e)
sur ['s', 'y', 'R', 'y'] => sur ['s', 'y', 'R'] Correct 1.0 <=>  (s=>s) (y=>y) (R=>R) (y=>)
une ['n'] => est ['e'] Erreur 1.0 <=>  (n=>e)
dans ['p', 'a', 'z'] => par ['p', 'a', 'R'] Erreur 1.0 <=>  (p=>p) (a=>a) (z=>R)
une ['y', 'n'] => une ['y', 'n'] Correct 0.0 <=>  (y=>y) (n=>n)
dans ['d', 'e~'] => un ['e~'] Erreur 1.0 <=>  (d=>) (e~=>e~)
il ['i', 'O'] => il ['i', 'l'] Correct 1.0 <=>  (i=>i) (O=>l)
des ['d', 'e'] => des ['d', 'e'] Correct 0.0 <=>  (d=>d) (e=>e)
un ['a', 'd', '@'] => à ['a'] Erreur 2.0 <=>  (a=>a) (d=>) (@=>)
et ['e', 'y'] => est ['e', 't'] Erreur 1.0 <=>  (e=>e) (y=>t)
une ['n'] => est ['e'] Erreur 1.0 <=>  (n=>e)
a ['a'] => à ['a'] Erreur 0.0 <=>  (a=>a)
dans ['d', 'a~'] => dans ['d', 'a~'] Correct 0.0 <=>  (d=>d) (a~=>a~)
les ['l', 'e'] => les ['l', 'e'] Correct 0.0 <=>  (l=>l) (e=>e)
une ['n'] => est ['e'] Erreur 1.0 <=>  (n=>e)
à ['a'] => à ['a'] Correct 0.0 <=>  (a=>a)
des ['d', 'e'] => des ['d', 'e'] Correct 0.0 <=>  (d=>d) (e=>e)
du ['b', 'l', 'i'] => la ['l', 'a'] Erreur 2.0 <=>  (b=>) (l=>l) (i=>a)
très ['t', 'R', 'e'] => très ['t', 'R', 'e'] Correct 0.0 <=>  (t=>t) (R=>R) (e=>e)
et ['j'] => est ['e'] Erreur 1.0 <=>  (j=>e)
un ['e', 'n', 'e'] => est ['e', 't'] Erreur 2.0 <=>  (e=>e) (n=>) (e=>t)
sont ['s', 'o~'] => sont ['s', 'o~'] Correct 0.0 <=>  (s=>s) (o~=>o~)
sur ['s', 'y', 'R'] => sur ['s', 'y', 'R'] Correct 0.0 <=>  (s=>s) (y=>y) (R=>R)
à [''] => est ['e'] Erreur 1.0 <=>  (=>e)
la ['l', 'a'] => la ['l', 'a'] Correct 0.0 <=>  (l=>l) (a=>a)
qui ['k', 'i'] => qui ['k', 'i'] Correct 0.0 <=>  (k=>k) (i=>i)
depuis ['d', '@', 'p', 'H', 'i', 'z'] => depuis ['d', '@', 'p', 'H', 'i', 'z'] Correct 0.0 <=>  (d=>d) (@=>@) (p=>p) (H=>H) (i=>i) (z=>z)
par ['p', 'a', 'R'] => par ['p', 'a', 'R'] Correct 0.0 <=>  (p=>p) (a=>a) (R=>R)
des ['d', 'e'] => des ['d', 'e'] Correct 0.0 <=>  (d=>d) (e=>e)
a ['a'] => à ['a'] Erreur 0.0 <=>  (a=>a)
les ['l', 'e', 'l'] => les ['l', 'e'] Correct 1.0 <=>  (l=>l) (e=>e) (l=>)
la ['l', 'a'] => la ['l', 'a'] Correct 0.0 <=>  (l=>l) (a=>a)
sont ['s', 'o~', 's'] => sont ['s', 'o~', 't'] Correct 1.0 <=>  (s=>s) (o~=>o~) (s=>t)
pour ['p', 'u', 'R'] => pour ['p', 'u', 'R'] Correct 0.0 <=>  (p=>p) (u=>u) (R=>R)
à ['a'] => à ['a'] Correct 0.0 <=>  (a=>a)
une ['y', 'n'] => une ['y', 'n'] Correct 0.0 <=>  (y=>y) (n=>n)
les ['l', 'e', 'z'] => les ['l', 'e', 'z'] Correct 0.0 <=>  (l=>l) (e=>e) (z=>z)
ont ['o~', 't'] => ont ['o~', 't'] Correct 0.0 <=>  (o~=>o~) (t=>t)
par ['p', 'a', 'R'] => par ['p', 'a', 'R'] Correct 0.0 <=>  (p=>p) (a=>a) (R=>R)
les ['d', 'e'] => des ['d', 'e'] Erreur 0.0 <=>  (d=>d) (e=>e)
ont ['o~', 't'] => ont ['o~', 't'] Correct 0.0 <=>  (o~=>o~) (t=>t)
et [''] => est ['e'] Erreur 1.0 <=>  (=>e)
la [''] => est ['e'] Erreur 1.0 <=>  (=>e)
du ['d', 'y'] => du ['d', 'y'] Correct 0.0 <=>  (d=>d) (y=>y)
a ['R'] => est ['e'] Erreur 1.0 <=>  (R=>e)
à ['a'] => à ['a'] Correct 0.0 <=>  (a=>a)
du ['d', 'y'] => du ['d', 'y'] Correct 0.0 <=>  (d=>d) (y=>y)
et ['e'] => est ['e'] Erreur 0.0 <=>  (e=>e)
être ['E', 't', 'R'] => être ['E', 't', 'R'] Correct 0.0 <=>  (E=>E) (t=>t) (R=>R)
un ['e~'] => un ['e~'] Correct 0.0 <=>  (e~=>e~)
dans ['d', 'a~'] => dans ['d', 'a~'] Correct 0.0 <=>  (d=>d) (a~=>a~)
la ['l', 'a'] => la ['l', 'a'] Correct 0.0 <=>  (l=>l) (a=>a)
il ['i', 'l', 'n'] => il ['i', 'l'] Correct 1.0 <=>  (i=>i) (l=>l) (n=>)
un ['a'] => à ['a'] Erreur 0.0 <=>  (a=>a)
ou ['u', 'y'] => du ['d', 'y'] Erreur 1.0 <=>  (u=>d) (y=>y)
en ['a~'] => en ['a~'] Correct 0.0 <=>  (a~=>a~)
france ['f', 'R', 'a~', 's'] => france ['f', 'R', 'a~', 's'] Correct 0.0 <=>  (f=>f) (R=>R) (a~=>a~) (s=>s)
qui ['k', 'i'] => qui ['k', 'i'] Correct 0.0 <=>  (k=>k) (i=>i)
et ['e'] => est ['e'] Erreur 0.0 <=>  (e=>e)
la ['l', 'a'] => la ['l', 'a'] Correct 0.0 <=>  (l=>l) (a=>a)
du ['d', 'y'] => du ['d', 'y'] Correct 0.0 <=>  (d=>d) (y=>y)
sur ['s', '@'] => ça ['s', 'a'] Erreur 1.0 <=>  (s=>s) (@=>a)
à [''] => est ['e'] Erreur 1.0 <=>  (=>e)
un ['e~'] => un ['e~'] Correct 0.0 <=>  (e~=>e~)
pour ['p', 'u', 'R'] => pour ['p', 'u', 'R'] Correct 0.0 <=>  (p=>p) (u=>u) (R=>R)
en [''] => est ['e'] Erreur 1.0 <=>  (=>e)
les ['l', 'e'] => les ['l', 'e'] Correct 0.0 <=>  (l=>l) (e=>e)
et ['e'] => est ['e'] Erreur 0.0 <=>  (e=>e)
des ['d', 'e'] => des ['d', 'e'] Correct 0.0 <=>  (d=>d) (e=>e)
les ['e', 'z'] => est ['e', 't'] Erreur 1.0 <=>  (e=>e) (z=>t)
hui ['d', 'H', 'i'] => dit ['d', 'i'] Erreur 1.0 <=>  (d=>d) (H=>) (i=>i)
leur ['e~'] => un ['e~'] Erreur 0.0 <=>  (e~=>e~)
dans ['d', 'a~', 'z'] => dans ['d', 'a~', 'z'] Correct 0.0 <=>  (d=>d) (a~=>a~) (z=>z)
une ['y', 'n'] => une ['y', 'n'] Correct 0.0 <=>  (y=>y) (n=>n)
autre ['o', 't', 'R'] => autre ['o', 't', 'R'] Correct 0.0 <=>  (o=>o) (t=>t) (R=>R)
lui ['H', 'i'] => hui ['H', 'i'] Erreur 0.0 <=>  (H=>H) (i=>i)
la ['l', 'a'] => la ['l', 'a'] Correct 0.0 <=>  (l=>l) (a=>a)
et ['e'] => est ['e'] Erreur 0.0 <=>  (e=>e)
cette ['s', 'E', 't'] => cette ['s', 'E', 't'] Correct 0.0 <=>  (s=>s) (E=>E) (t=>t)
dans ['d', 'a~'] => dans ['d', 'a~'] Correct 0.0 <=>  (d=>d) (a~=>a~)
la ['l', 'a'] => la ['l', 'a'] Correct 0.0 <=>  (l=>l) (a=>a)
des ['d', 'e'] => des ['d', 'e'] Correct 0.0 <=>  (d=>d) (e=>e)
des ['d', 'e', 'z'] => des ['d', 'e', 'z'] Correct 0.0 <=>  (d=>d) (e=>e) (z=>z)
une ['n'] => est ['e'] Erreur 1.0 <=>  (n=>e)
à ['a'] => à ['a'] Correct 0.0 <=>  (a=>a)
sur ['s', 'y', 'R'] => sur ['s', 'y', 'R'] Correct 0.0 <=>  (s=>s) (y=>y) (R=>R)
premier ['p', 'R', '@', 'm', 'j', 'e'] => premier ['p', 'R', '@', 'm', 'j', 'e'] Correct 0.0 <=>  (p=>p) (R=>R) (@=>@) (m=>m) (j=>j) (e=>e)
pour ['t', 'R'] => tout ['t', 'u'] Erreur 1.0 <=>  (t=>t) (R=>u)
en ['R'] => est ['e'] Erreur 1.0 <=>  (R=>e)
la ['l', 'a'] => la ['l', 'a'] Correct 0.0 <=>  (l=>l) (a=>a)
france ['f', 'R', 'a~', 's'] => france ['f', 'R', 'a~', 's'] Correct 0.0 <=>  (f=>f) (R=>R) (a~=>a~) (s=>s)
a ['a'] => à ['a'] Erreur 0.0 <=>  (a=>a)
bien ['b', 'j', 'e~'] => bien ['b', 'j', 'e~'] Correct 0.0 <=>  (b=>b) (j=>j) (e~=>e~)
des ['d'] => est ['e'] Erreur 1.0 <=>  (d=>e)
une ['n'] => est ['e'] Erreur 1.0 <=>  (n=>e)
sur ['s', 'E', 'l'] => cette ['s', 'E', 't'] Erreur 1.0 <=>  (s=>s) (E=>E) (l=>t)
à [''] => est ['e'] Erreur 1.0 <=>  (=>e)
à ['a'] => à ['a'] Correct 0.0 <=>  (a=>a)
pour ['p', 'u', 'R'] => pour ['p', 'u', 'R'] Correct 0.0 <=>  (p=>p) (u=>u) (R=>R)
la ['l', 'a'] => la ['l', 'a'] Correct 0.0 <=>  (l=>l) (a=>a)
les ['e'] => est ['e'] Erreur 0.0 <=>  (e=>e)
au ['o', 'o'] => au ['o'] Correct 1.0 <=>  (o=>o) (o=>)
france ['f', 'R', 'a~', 's'] => france ['f', 'R', 'a~', 's'] Correct 0.0 <=>  (f=>f) (R=>R) (a~=>a~) (s=>s)
a ['a'] => à ['a'] Erreur 0.0 <=>  (a=>a)
à ['a'] => à ['a'] Correct 0.0 <=>  (a=>a)
et ['e'] => est ['e'] Erreur 0.0 <=>  (e=>e)
a ['a'] => à ['a'] Erreur 0.0 <=>  (a=>a)
à ['e'] => est ['e'] Erreur 0.0 <=>  (e=>e)
en ['f'] => est ['e'] Erreur 1.0 <=>  (f=>e)
la ['l', 'a'] => la ['l', 'a'] Correct 0.0 <=>  (l=>l) (a=>a)
la ['l', 'a'] => la ['l', 'a'] Correct 0.0 <=>  (l=>l) (a=>a)
a [''] => est ['e'] Erreur 1.0 <=>  (=>e)
à ['a'] => à ['a'] Correct 0.0 <=>  (a=>a)
et ['e'] => est ['e'] Erreur 0.0 <=>  (e=>e)
ont [''] => est ['e'] Erreur 1.0 <=>  (=>e)
fait ['f', 'E'] => fait ['f', 'E'] Correct 0.0 <=>  (f=>f) (E=>E)
et ['d', 'e'] => des ['d', 'e'] Erreur 0.0 <=>  (d=>d) (e=>e)
à ['a'] => à ['a'] Correct 0.0 <=>  (a=>a)
est ['e', 't'] => est ['e', 't'] Correct 0.0 <=>  (e=>e) (t=>t)
un ['e~'] => un ['e~'] Correct 0.0 <=>  (e~=>e~)
un ['e~', 'n', 'o'] => un ['e~', 'n'] Correct 1.0 <=>  (e~=>e~) (n=>n) (o=>)
ans ['a~'] => en ['a~'] Erreur 0.0 <=>  (a~=>a~)
par ['p', 'a', 'R'] => par ['p', 'a', 'R'] Correct 0.0 <=>  (p=>p) (a=>a) (R=>R)
une ['y', 'n'] => une ['y', 'n'] Correct 0.0 <=>  (y=>y) (n=>n)
il ['e'] => est ['e'] Erreur 0.0 <=>  (e=>e)
à ['a'] => à ['a'] Correct 0.0 <=>  (a=>a)
dans ['d', 'a~'] => dans ['d', 'a~'] Correct 0.0 <=>  (d=>d) (a~=>a~)
la ['l', 'a'] => la ['l', 'a'] Correct 0.0 <=>  (l=>l) (a=>a)
a [''] => est ['e'] Erreur 1.0 <=>  (=>e)
hui ['H', 'i'] => hui ['H', 'i'] Correct 0.0 <=>  (H=>H) (i=>i)
a ['a'] => à ['a'] Erreur 0.0 <=>  (a=>a)
sans ['s', 'a~'] => sans ['s', 'a~'] Correct 0.0 <=>  (s=>s) (a~=>a~)
à [''] => est ['e'] Erreur 1.0 <=>  (=>e)
une ['y', 'n'] => une ['y', 'n'] Correct 0.0 <=>  (y=>y) (n=>n)
il ['i', 'e'] => est ['e'] Erreur 1.0 <=>  (i=>) (e=>e)
son ['s', 'o~'] => sont ['s', 'o~'] Erreur 0.0 <=>  (s=>s) (o~=>o~)
et ['e'] => est ['e'] Erreur 0.0 <=>  (e=>e)
un ['e~'] => un ['e~'] Correct 0.0 <=>  (e~=>e~)
la ['l', 'a'] => la ['l', 'a'] Correct 0.0 <=>  (l=>l) (a=>a)
il ['e'] => est ['e'] Erreur 0.0 <=>  (e=>e)
dans ['d', 'o~'] => on ['o~'] Erreur 1.0 <=>  (d=>) (o~=>o~)
sur ['s', 'y', 'R'] => sur ['s', 'y', 'R'] Correct 0.0 <=>  (s=>s) (y=>y) (R=>R)
les ['l', 'e'] => les ['l', 'e'] Correct 0.0 <=>  (l=>l) (e=>e)
france ['f', 'R', 'a~', 's'] => france ['f', 'R', 'a~', 's'] Correct 0.0 <=>  (f=>f) (R=>R) (a~=>a~) (s=>s)
la ['l', 'a'] => la ['l', 'a'] Correct 0.0 <=>  (l=>l) (a=>a)
hui ['d', 'H', 'i'] => dit ['d', 'i'] Erreur 1.0 <=>  (d=>d) (H=>) (i=>i)
à [''] => est ['e'] Erreur 1.0 <=>  (=>e)
à ['a'] => à ['a'] Correct 0.0 <=>  (a=>a)
et ['e'] => est ['e'] Erreur 0.0 <=>  (e=>e)
au ['o'] => au ['o'] Correct 0.0 <=>  (o=>o)
on [''] => est ['e'] Erreur 1.0 <=>  (=>e)
peut ['p', '2'] => peut ['p', '2'] Correct 0.0 <=>  (p=>p) (2=>2)
plus ['p', 'l', 'y'] => plus ['p', 'l', 'y'] Correct 0.0 <=>  (p=>p) (l=>l) (y=>y)
ses ['s', 'e'] => ces ['s', 'e'] Erreur 0.0 <=>  (s=>s) (e=>e)
pour ['R'] => est ['e'] Erreur 1.0 <=>  (R=>e)
son ['s', 'o~'] => sont ['s', 'o~'] Erreur 0.0 <=>  (s=>s) (o~=>o~)
en ['a~', 'n'] => en ['a~', 'n'] Correct 0.0 <=>  (a~=>a~) (n=>n)
et ['e'] => est ['e'] Erreur 0.0 <=>  (e=>e)
on ['o~'] => on ['o~'] Correct 0.0 <=>  (o~=>o~)
peut ['p', '2'] => peut ['p', '2'] Correct 0.0 <=>  (p=>p) (2=>2)
à ['a'] => à ['a'] Correct 0.0 <=>  (a=>a)
faire ['f', 'E', 'R'] => faire ['f', 'E', 'R'] Correct 0.0 <=>  (f=>f) (E=>E) (R=>R)
comme ['k', 'o', 'm'] => comme ['k', 'o', 'm'] Correct 0.0 <=>  (k=>k) (o=>o) (m=>m)
son ['s', 'o~', 'n'] => son ['s', 'o~', 'n'] Correct 0.0 <=>  (s=>s) (o~=>o~) (n=>n)
et ['e'] => est ['e'] Erreur 0.0 <=>  (e=>e)
les ['l', 'e'] => les ['l', 'e'] Correct 0.0 <=>  (l=>l) (e=>e)
du ['d', 'y'] => du ['d', 'y'] Correct 0.0 <=>  (d=>d) (y=>y)
des ['d', 'e', 'z'] => des ['d', 'e', 'z'] Correct 0.0 <=>  (d=>d) (e=>e) (z=>z)
ça ['a'] => à ['a'] Erreur 0.0 <=>  (a=>a)
pour ['R'] => est ['e'] Erreur 1.0 <=>  (R=>e)
sur ['s', 'y', 'R'] => sur ['s', 'y', 'R'] Correct 0.0 <=>  (s=>s) (y=>y) (R=>R)
à ['a'] => à ['a'] Correct 0.0 <=>  (a=>a)
et ['e'] => est ['e'] Erreur 0.0 <=>  (e=>e)
ou [''] => est ['e'] Erreur 1.0 <=>  (=>e)
au ['a'] => à ['a'] Erreur 0.0 <=>  (a=>a)
un ['e~', 'n'] => un ['e~', 'n'] Correct 0.0 <=>  (e~=>e~) (n=>n)
dans ['a~'] => en ['a~'] Erreur 0.0 <=>  (a~=>a~)
monde ['m', 'o~', 'd'] => monde ['m', 'o~', 'd'] Correct 0.0 <=>  (m=>m) (o~=>o~) (d=>d)
france ['f', 'R', 'a~', 's', 'e~'] => france ['f', 'R', 'a~', 's', '@'] Correct 1.0 <=>  (f=>f) (R=>R) (a~=>a~) (s=>s) (e~=>@)
et ['e'] => est ['e'] Erreur 0.0 <=>  (e=>e)
france ['f', 'R', 'a~', 's'] => france ['f', 'R', 'a~', 's'] Correct 0.0 <=>  (f=>f) (R=>R) (a~=>a~) (s=>s)
des [''] => est ['e'] Erreur 1.0 <=>  (=>e)
