ici ['j', 'z', 'i', 'l'] => aussi ['O', 's', 'i'] Erreur 8.3 <=>  (j=>O) (z=>s) (i=>i) (l=>)
alors ['a', 'l', 'o', 'R'] => alors ['a', 'l', 'o', 'R'] Correct 0.0 <=>  (a=>a) (l=>l) (o=>o) (R=>R)
avant ['a', 'v', 'a~'] => avant ['a', 'v', 'a~'] Correct 0.0 <=>  (a=>a) (v=>v) (a~=>a~)
alors ['a', 'l', 'o', 'R'] => alors ['a', 'l', 'o', 'R'] Correct 0.0 <=>  (a=>a) (l=>l) (o=>o) (R=>R)
pourquoi ['p', 'u', 'R', 'k', 'w', 'a', 'a'] => pourquoi ['p', 'u', 'R', 'k', 'w', 'a'] Correct 2.3 <=>  (p=>p) (u=>u) (R=>R) (k=>k) (w=>w) (a=>a) (a=>)
savoir ['s', 'a', 'v', 'w', 'a', 'R'] => savoir ['s', 'a', 'v', 'w', 'a', 'R'] Correct 0.0 <=>  (s=>s) (a=>a) (v=>v) (w=>w) (a=>a) (R=>R)
après ['a', 'p', 'R', 'e'] => après ['a', 'p', 'R', 'e'] Correct 0.0 <=>  (a=>a) (p=>p) (R=>R) (e=>e)
inter ['e~', 't', 'E', 'R'] => inter ['e~', 't', 'E', 'R'] Correct 0.0 <=>  (e~=>e~) (t=>t) (E=>E) (R=>R)
aurait ['R', 'e'] => aurait ['O', 'R', 'e'] Correct 1.0 <=>  (=>O) (R=>R) (e=>e)
été ['e', 't', 'e'] => été ['e', 't', 'e'] Correct 0.0 <=>  (e=>e) (t=>t) (e=>e)
été ['e', 't', 'e'] => été ['e', 't', 'e'] Correct 0.0 <=>  (e=>e) (t=>t) (e=>e)
été ['e', 't', 'e'] => été ['e', 't', 'e'] Correct 0.0 <=>  (e=>e) (t=>t) (e=>e)
était ['e', 't', 'e'] => été ['e', 't', 'e'] Erreur 0.0 <=>  (e=>e) (t=>t) (e=>e)
journée ['Z', 'u', 'R', 'n'] => toujours ['t', 'u', 'Z', 'u', 'R'] Erreur 4.3 <=>  (=>t) (=>u) (Z=>Z) (u=>u) (R=>R) (n=>)
eric ['e', 'R', 'i', 'k'] => eric ['e', 'R', 'i', 'k'] Correct 0.0 <=>  (e=>e) (R=>R) (i=>i) (k=>k)
ministre ['m', 'i', 'n', 'i', 's', 't', 'R', '@'] => ministre ['m', 'i', 'n', 'i', 's', 't', 'R', '@'] Correct 0.0 <=>  (m=>m) (i=>i) (n=>n) (i=>i) (s=>s) (t=>t) (R=>R) (@=>@)
avait ['a', 'v', 'e'] => avez ['a', 'v', 'e'] Erreur 0.0 <=>  (a=>a) (v=>v) (e=>e)
nouveau ['n', 'u', 'v', 'o'] => nouveau ['n', 'u', 'v', 'o'] Correct 0.0 <=>  (n=>n) (u=>u) (v=>v) (o=>o)
nouvelle ['n', 'u', 'v', 'E', 'l'] => nouvelle ['n', 'u', 'v', 'E', 'l'] Correct 0.0 <=>  (n=>n) (u=>u) (v=>v) (E=>E) (l=>l)
eric ['e', 'R', 'i', 'k'] => eric ['e', 'R', 'i', 'k'] Correct 0.0 <=>  (e=>e) (R=>R) (i=>i) (k=>k)
débat ['d', 'e', 'b', 'a'] => débat ['d', 'e', 'b', 'a'] Correct 0.0 <=>  (d=>d) (e=>e) (b=>b) (a=>a)
françois ['R', 'O', 's', 'e'] => aussi ['O', 's', 'i'] Erreur 4.7 <=>  (R=>) (O=>O) (s=>s) (e=>i)
aujourd' ['O', 'Z', 'u', 'R'] => toujours ['t', 'u', 'Z', 'u', 'R'] Erreur 4.3 <=>  (=>t) (O=>u) (Z=>Z) (u=>u) (R=>R)
nouveau ['n', 'u', 'v', 'o'] => nouveau ['n', 'u', 'v', 'o'] Correct 0.0 <=>  (n=>n) (u=>u) (v=>v) (o=>o)
avec ['a', 'v', 'E', 'k', 'y'] => avec ['a', 'v', 'E', 'k'] Correct 2.3 <=>  (a=>a) (v=>v) (E=>E) (k=>k) (y=>)
ministre ['m', 'i', 'n', 'i', 's', 't', 'R'] => ministre ['m', 'i', 'n', 'i', 's', 't', 'R'] Correct 0.0 <=>  (m=>m) (i=>i) (n=>n) (i=>i) (s=>s) (t=>t) (R=>R)
moment ['l', 'd', 'a~'] => pendant ['p', 'a~', 'd', 'a~'] Erreur 4.3 <=>  (=>p) (l=>a~) (d=>d) (a~=>a~)
parler ['p', 'a', 'R', 'e'] => après ['a', 'p', 'R', 'e'] Erreur 3.3 <=>  (p=>) (a=>a) (=>p) (R=>R) (e=>e)
avec ['a', 'v', 'E', 'k', 'y'] => avec ['a', 'v', 'E', 'k'] Correct 2.3 <=>  (a=>a) (v=>v) (E=>E) (k=>k) (y=>)
journée ['Z', 'u', 'R', 'n', 'e'] => journée ['Z', 'u', 'R', 'n', 'e'] Correct 0.0 <=>  (Z=>Z) (u=>u) (R=>R) (n=>n) (e=>e)
pays ['p', 'E', 'i'] => pays ['p', 'E', 'i'] Correct 0.0 <=>  (p=>p) (E=>E) (i=>i)
journée ['Z', 'u', 'R', 'n', 'e'] => journée ['Z', 'u', 'R', 'n', 'e'] Correct 0.0 <=>  (Z=>Z) (u=>u) (R=>R) (n=>n) (e=>e)
enfin ['f', 'E'] => était ['e', 't', 'E'] Erreur 4.3 <=>  (=>e) (f=>t) (E=>E)
alors ['a', 'l', 'o', 'R'] => alors ['a', 'l', 'o', 'R'] Correct 0.0 <=>  (a=>a) (l=>l) (o=>o) (R=>R)
été ['e', 't', 'e'] => été ['e', 't', 'e'] Correct 0.0 <=>  (e=>e) (t=>t) (e=>e)
aujourd' ['Z', 'u', 'R', 'd'] => aujourd' ['O', 'Z', 'u', 'R', 'd'] Correct 1.0 <=>  (=>O) (Z=>Z) (u=>u) (R=>R) (d=>d)
après ['a', 'p', 'R', 'e'] => après ['a', 'p', 'R', 'e'] Correct 0.0 <=>  (a=>a) (p=>p) (R=>R) (e=>e)
avait ['d', 'e'] => idée ['i', 'd', 'e'] Erreur 1.0 <=>  (=>i) (d=>d) (e=>e)
inter ['e', 't', 'e'] => été ['e', 't', 'e'] Erreur 0.0 <=>  (e=>e) (t=>t) (e=>e)
marine ['m', 'a', 'R', 'i', 'n', 'n'] => marine ['m', 'a', 'R', 'i', 'n'] Correct 2.3 <=>  (m=>m) (a=>a) (R=>R) (i=>i) (n=>n) (n=>)
avec ['a', 'd', 'e', 'k', 'a'] => état ['e', 't', 'a'] Erreur 6.1 <=>  (a=>) (d=>) (e=>e) (k=>t) (a=>a)
aujourd' ['O', 'Z', 'u', 'R'] => toujours ['t', 'u', 'Z', 'u', 'R'] Erreur 4.3 <=>  (=>t) (O=>u) (Z=>Z) (u=>u) (R=>R)
alors ['a', 'l', 'o', 'R'] => alors ['a', 'l', 'o', 'R'] Correct 0.0 <=>  (a=>a) (l=>l) (o=>o) (R=>R)
avant ['a', 'v', 'a~'] => avant ['a', 'v', 'a~'] Correct 0.0 <=>  (a=>a) (v=>v) (a~=>a~)
alors ['a', 'l', 'o', 'R'] => alors ['a', 'l', 'o', 'R'] Correct 0.0 <=>  (a=>a) (l=>l) (o=>o) (R=>R)
pourquoi ['p', 'u', 'R', 'k', 'w', 'a'] => pourquoi ['p', 'u', 'R', 'k', 'w', 'a'] Correct 0.0 <=>  (p=>p) (u=>u) (R=>R) (k=>k) (w=>w) (a=>a)
savoir ['s', 'a', 'v', 'w', 'a', 'R'] => savoir ['s', 'a', 'v', 'w', 'a', 'R'] Correct 0.0 <=>  (s=>s) (a=>a) (v=>v) (w=>w) (a=>a) (R=>R)
après ['a', 'p', 'R', 'e'] => après ['a', 'p', 'R', 'e'] Correct 0.0 <=>  (a=>a) (p=>p) (R=>R) (e=>e)
inter ['e~', 't', 'E', 'R'] => inter ['e~', 't', 'E', 'R'] Correct 0.0 <=>  (e~=>e~) (t=>t) (E=>E) (R=>R)
avec ['a', 'v', 'E', 'k'] => avec ['a', 'v', 'E', 'k'] Correct 0.0 <=>  (a=>a) (v=>v) (E=>E) (k=>k)
avec [''] => été ['e', 't', 'e'] Erreur 5.3 <=>  (=>e) (=>t) (=>e)
inter ['e~', 't', 'E', 'R'] => inter ['e~', 't', 'E', 'R'] Correct 0.0 <=>  (e~=>e~) (t=>t) (E=>E) (R=>R)
avec ['a', 'v', 'E', 'k', 'l'] => avec ['a', 'v', 'E', 'k'] Correct 2.3 <=>  (a=>a) (v=>v) (E=>E) (k=>k) (l=>)
beaucoup ['b', 'O', 'k', 'u'] => beaucoup ['b', 'O', 'k', 'u'] Correct 0.0 <=>  (b=>b) (O=>O) (k=>k) (u=>u)
inter ['e~', 't', 'E', 'R'] => inter ['e~', 't', 'E', 'R'] Correct 0.0 <=>  (e~=>e~) (t=>t) (E=>E) (R=>R)
avec ['a', 'v', 'E', 'k', 'k'] => avec ['a', 'v', 'E', 'k'] Correct 2.3 <=>  (a=>a) (v=>v) (E=>E) (k=>k) (k=>)
inter ['e~', 't', 'E', 'R'] => inter ['e~', 't', 'E', 'R'] Correct 0.0 <=>  (e~=>e~) (t=>t) (E=>E) (R=>R)
avec ['a', 'v', 'E', 'k'] => avec ['a', 'v', 'E', 'k'] Correct 0.0 <=>  (a=>a) (v=>v) (E=>E) (k=>k)
avec ['a', 'd', 'e'] => idée ['i', 'd', 'e'] Erreur 3.3 <=>  (a=>i) (d=>d) (e=>e)
pays ['g', 'e'] => été ['e', 't', 'e'] Erreur 4.3 <=>  (=>e) (g=>t) (e=>e)
avez ['v', 'e'] => avez ['a', 'v', 'e'] Correct 1.0 <=>  (=>a) (v=>v) (e=>e)
compris ['k', 'o~', 'p', 'R', 'i'] => compris ['k', 'o~', 'p', 'R', 'i'] Correct 0.0 <=>  (k=>k) (o~=>o~) (p=>p) (R=>R) (i=>i)
aussi ['O', 's', 'i'] => aussi ['O', 's', 'i'] Correct 0.0 <=>  (O=>O) (s=>s) (i=>i)
nouveau ['n', 'u', 'v', 'o'] => nouveau ['n', 'u', 'v', 'o'] Correct 0.0 <=>  (n=>n) (u=>u) (v=>v) (o=>o)
été ['e', 't', 'e'] => été ['e', 't', 'e'] Correct 0.0 <=>  (e=>e) (t=>t) (e=>e)
après ['a', 'p', 'R', 'e'] => après ['a', 'p', 'R', 'e'] Correct 0.0 <=>  (a=>a) (p=>p) (R=>R) (e=>e)
était ['k', 'E', 't'] => était ['e', 't', 'E', 't'] Correct 4.3 <=>  (=>e) (k=>t) (E=>E) (t=>t)
maintenant ['m', 'e~', 't', 'n', 'a~'] => maintenant ['m', 'e~', 't', 'n', 'a~'] Correct 0.0 <=>  (m=>m) (e~=>e~) (t=>t) (n=>n) (a~=>a~)
encore ['a~', 'k', 'a~'] => pendant ['p', 'a~', 'd', 'a~'] Erreur 6.3 <=>  (=>p) (=>a~) (=>d) (a~=>a~) (k=>) (a~=>)
avez ['a', 'v', 'e'] => avez ['a', 'v', 'e'] Correct 0.0 <=>  (a=>a) (v=>v) (e=>e)
personne ['p', 'E', 'R', 's', 'O', 'n'] => personnes ['p', 'E', 'R', 's', 'O', 'n'] Erreur 0.0 <=>  (p=>p) (E=>E) (R=>R) (s=>s) (O=>O) (n=>n)
dernière ['d', 'E', 'R', 'n', 'j', 'E', 'R'] => dernière ['d', 'E', 'R', 'n', 'j', 'E', 'R'] Correct 0.0 <=>  (d=>d) (E=>E) (R=>R) (n=>n) (j=>j) (E=>E) (R=>R)
aussi ['O', 's', 'i'] => aussi ['O', 's', 'i'] Correct 0.0 <=>  (O=>O) (s=>s) (i=>i)
avec ['a', 'v', 'E', 'k'] => avec ['a', 'v', 'E', 'k'] Correct 0.0 <=>  (a=>a) (v=>v) (E=>E) (k=>k)
enfin ['a~', 'f', 'e~'] => enfin ['a~', 'f', 'e~'] Correct 0.0 <=>  (a~=>a~) (f=>f) (e~=>e~)
assez ['a', 's', 'e', 'e'] => assez ['a', 's', 'e'] Correct 2.3 <=>  (a=>a) (s=>s) (e=>e) (e=>)
maintenant ['m', 'e~', 't', '@', 'n', 'a~'] => maintenant ['m', 'e~', 't', '@', 'n', 'a~'] Correct 0.0 <=>  (m=>m) (e~=>e~) (t=>t) (@=>@) (n=>n) (a~=>a~)
déjà ['d', 'e', 'Z', 'a'] => déjà ['d', 'e', 'Z', 'a'] Correct 0.0 <=>  (d=>d) (e=>e) (Z=>Z) (a=>a)
passé ['p', 'a', 's', 'e'] => passé ['p', 'a', 's', 'e'] Correct 0.0 <=>  (p=>p) (a=>a) (s=>s) (e=>e)
roman ['R', 'O', 'm', 'a~'] => roman ['R', 'O', 'm', 'a~'] Correct 0.0 <=>  (R=>R) (O=>O) (m=>m) (a~=>a~)
roman ['R', 'O', 'm', 'a~', 'k'] => roman ['R', 'O', 'm', 'a~'] Correct 2.3 <=>  (R=>R) (O=>O) (m=>m) (a~=>a~) (k=>)
aussi ['O', 's', 'i'] => aussi ['O', 's', 'i'] Correct 0.0 <=>  (O=>O) (s=>s) (i=>i)
avec ['v', 'E', 'k', 'e'] => avec ['a', 'v', 'E', 'k'] Correct 3.3 <=>  (=>a) (v=>v) (E=>E) (k=>k) (e=>)
aurait ['a', 'R', 'e'] => aurait ['O', 'R', 'e'] Correct 3.3 <=>  (a=>O) (R=>R) (e=>e)
merci ['m', 'E', 'R', 's', 'i'] => merci ['m', 'E', 'R', 's', 'i'] Correct 0.0 <=>  (m=>m) (E=>E) (R=>R) (s=>s) (i=>i)
avoir ['a', 'v', 'w', 'a', 'R'] => avoir ['a', 'v', 'w', 'a', 'R'] Correct 0.0 <=>  (a=>a) (v=>v) (w=>w) (a=>a) (R=>R)
enfin ['a~', 'f', 'e~'] => enfin ['a~', 'f', 'e~'] Correct 0.0 <=>  (a~=>a~) (f=>f) (e~=>e~)
après ['a', 'p', 'R', 'e'] => après ['a', 'p', 'R', 'e'] Correct 0.0 <=>  (a=>a) (p=>p) (R=>R) (e=>e)
maintenant ['m', 'e~', 't', 'n', 'a~', 'o~'] => maintenant ['m', 'e~', 't', 'n', 'a~'] Correct 2.3 <=>  (m=>m) (e~=>e~) (t=>t) (n=>n) (a~=>a~) (o~=>)
avec ['v', 'E', 'k'] => avec ['a', 'v', 'E', 'k'] Correct 1.0 <=>  (=>a) (v=>v) (E=>E) (k=>k)
avec ['v', 'E', 'k', 'k'] => avec ['a', 'v', 'E', 'k'] Correct 3.3 <=>  (=>a) (v=>v) (E=>E) (k=>k) (k=>)
dernier ['d', 'E', 'R', 'n', 'j', 'e'] => dernier ['d', 'E', 'R', 'n', 'j', 'e'] Correct 0.0 <=>  (d=>d) (E=>E) (R=>R) (n=>n) (j=>j) (e=>e)
avec ['a', 'v', 'E', 'k'] => avec ['a', 'v', 'E', 'k'] Correct 0.0 <=>  (a=>a) (v=>v) (E=>E) (k=>k)
années ['a', 'n', 'e'] => années ['a', 'n', 'e'] Correct 0.0 <=>  (a=>a) (n=>n) (e=>e)
été ['e', 't', 'e'] => été ['e', 't', 'e'] Correct 0.0 <=>  (e=>e) (t=>t) (e=>e)
histoire ['i', 's', 't', 'w', 'a', 'R'] => histoire ['i', 's', 't', 'w', 'a', 'R'] Correct 0.0 <=>  (i=>i) (s=>s) (t=>t) (w=>w) (a=>a) (R=>R)
alors ['l', 'o', 'R'] => alors ['a', 'l', 'o', 'R'] Correct 1.0 <=>  (=>a) (l=>l) (o=>o) (R=>R)
avez ['v'] => été ['e', 't', 'e'] Erreur 5.3 <=>  (=>e) (=>t) (v=>e)
avez ['a', 'v', 'e'] => avez ['a', 'v', 'e'] Correct 0.0 <=>  (a=>a) (v=>v) (e=>e)
abord ['b', 'o', 'R'] => abord ['a', 'b', 'o', 'R'] Correct 1.0 <=>  (=>a) (b=>b) (o=>o) (R=>R)
ailleurs ['j', '9', 'R'] => ailleurs ['a', 'j', '9', 'R'] Correct 1.0 <=>  (=>a) (j=>j) (9=>9) (R=>R)
histoire ['s', 't', 'w', 'a', 'R'] => histoire ['i', 's', 't', 'w', 'a', 'R'] Correct 1.0 <=>  (=>i) (s=>s) (t=>t) (w=>w) (a=>a) (R=>R)
beaucoup ['b', 'O', 'k', 'u'] => beaucoup ['b', 'O', 'k', 'u'] Correct 0.0 <=>  (b=>b) (O=>O) (k=>k) (u=>u)
beaucoup ['b', 'O', 'k'] => beaucoup ['b', 'O', 'k', 'u'] Correct 6.5 <=>  (b=>b) (O=>O) (k=>k) (=>u)
vraiment ['v', 'R', 'e', 'm', 'a~'] => vraiment ['v', 'R', 'e', 'm', 'a~'] Correct 0.0 <=>  (v=>v) (R=>R) (e=>e) (m=>m) (a~=>a~)
alors ['a', 'l', 'o', 'R'] => alors ['a', 'l', 'o', 'R'] Correct 0.0 <=>  (a=>a) (l=>l) (o=>o) (R=>R)
ailleurs ['a', 'j', '9', 'R', 'k'] => ailleurs ['a', 'j', '9', 'R'] Correct 2.3 <=>  (a=>a) (j=>j) (9=>9) (R=>R) (k=>)
encore ['k', 'o~', 'v', 'w', 'a'] => pourquoi ['p', 'u', 'R', 'k', 'w', 'a'] Erreur 7.6 <=>  (=>p) (=>u) (=>R) (k=>k) (o~=>) (v=>) (w=>w) (a=>a)
voilà ['v', 'w', 'a', 'l', 'a'] => voilà ['v', 'w', 'a', 'l', 'a'] Correct 0.0 <=>  (v=>v) (w=>w) (a=>a) (l=>l) (a=>a)
beaucoup ['b', 'O', 'k', 'u'] => beaucoup ['b', 'O', 'k', 'u'] Correct 0.0 <=>  (b=>b) (O=>O) (k=>k) (u=>u)
début ['d', 'e', 'b', 'y', 'i'] => début ['d', 'e', 'b', 'y'] Correct 2.3 <=>  (d=>d) (e=>e) (b=>b) (y=>y) (i=>)
avec ['s', 'a', 'k'] => état ['e', 't', 'a'] Erreur 6.6 <=>  (=>e) (s=>t) (a=>a) (k=>)
assez ['a', 's', 'e'] => assez ['a', 's', 'e'] Correct 0.0 <=>  (a=>a) (s=>s) (e=>e)
été ['t', 'e'] => été ['e', 't', 'e'] Correct 1.0 <=>  (=>e) (t=>t) (e=>e)
moment ['m', 'O', 'm', 'a~'] => moment ['m', 'O', 'm', 'a~'] Correct 0.0 <=>  (m=>m) (O=>O) (m=>m) (a~=>a~)
savez ['e', 's', 'e'] => assez ['a', 's', 'e'] Erreur 3.3 <=>  (e=>a) (s=>s) (e=>e)
avoir ['a', 'v', 'a~'] => avant ['a', 'v', 'a~'] Erreur 0.0 <=>  (a=>a) (v=>v) (a~=>a~)
histoire ['i', 's', 't', 'w', 'a', 'R'] => histoire ['i', 's', 't', 'w', 'a', 'R'] Correct 0.0 <=>  (i=>i) (s=>s) (t=>t) (w=>w) (a=>a) (R=>R)
aussi ['O', 's', 'i'] => aussi ['O', 's', 'i'] Correct 0.0 <=>  (O=>O) (s=>s) (i=>i)
aussi ['O', 's', 'i'] => aussi ['O', 's', 'i'] Correct 0.0 <=>  (O=>O) (s=>s) (i=>i)
histoire ['i', 's', 't', 'w', 'a', 'R'] => histoire ['i', 's', 't', 'w', 'a', 'R'] Correct 0.0 <=>  (i=>i) (s=>s) (t=>t) (w=>w) (a=>a) (R=>R)
aussi ['O', 's', 'i'] => aussi ['O', 's', 'i'] Correct 0.0 <=>  (O=>O) (s=>s) (i=>i)
avant ['a', 'v', 'a~'] => avant ['a', 'v', 'a~'] Correct 0.0 <=>  (a=>a) (v=>v) (a~=>a~)
enfin ['f', 'a'] => état ['e', 't', 'a'] Erreur 4.3 <=>  (=>e) (f=>t) (a=>a)
été ['t', 'e'] => été ['e', 't', 'e'] Correct 1.0 <=>  (=>e) (t=>t) (e=>e)
enfin ['a~', 'f'] => avant ['a', 'v', 'a~'] Erreur 4.3 <=>  (=>a) (=>v) (a~=>a~) (f=>)
plutôt ['p', 'l', 'y', 't', 'o'] => plutôt ['p', 'l', 'y', 't', 'o'] Correct 0.0 <=>  (p=>p) (l=>l) (y=>y) (t=>t) (o=>o)
envie ['v', 'i'] => envie ['a~', 'v', 'i'] Correct 1.0 <=>  (=>a~) (v=>v) (i=>i)
enfin ['z', 'a~', 'n'] => avant ['a', 'v', 'a~'] Erreur 6.6 <=>  (=>a) (z=>v) (a~=>a~) (n=>)
français ['a~', 'f', 'e~'] => enfin ['a~', 'f', 'e~'] Erreur 0.0 <=>  (a~=>a~) (f=>f) (e~=>e~)
vraiment ['v', 'R', 'e', 'm', 'a~'] => vraiment ['v', 'R', 'e', 'm', 'a~'] Correct 0.0 <=>  (v=>v) (R=>R) (e=>e) (m=>m) (a~=>a~)
ailleurs ['a', 'j', '9', 'R'] => ailleurs ['a', 'j', '9', 'R'] Correct 0.0 <=>  (a=>a) (j=>j) (9=>9) (R=>R)
avec ['a', 'v', 'E', 'k'] => avec ['a', 'v', 'E', 'k'] Correct 0.0 <=>  (a=>a) (v=>v) (E=>E) (k=>k)
façon ['E', 'z'] => jamais ['Z', 'a', 'm', 'E', 'z'] Erreur 3.0 <=>  (=>Z) (=>a) (=>m) (E=>E) (z=>z)
vraiment ['v', 'R', 'e', 'm', 'a~'] => vraiment ['v', 'R', 'e', 'm', 'a~'] Correct 0.0 <=>  (v=>v) (R=>R) (e=>e) (m=>m) (a~=>a~)
enfin ['f'] => été ['e', 't', 'e'] Erreur 5.3 <=>  (=>e) (=>t) (f=>e)
déjà ['d', 'e', 'Z', 'a'] => déjà ['d', 'e', 'Z', 'a'] Correct 0.0 <=>  (d=>d) (e=>e) (Z=>Z) (a=>a)
parler ['p', 'a', 'R', 'l', 'e'] => parler ['p', 'a', 'R', 'l', 'e'] Correct 0.0 <=>  (p=>p) (a=>a) (R=>R) (l=>l) (e=>e)
avec ['a', 'v', 'E', 'k', 'l'] => avec ['a', 'v', 'E', 'k'] Correct 2.3 <=>  (a=>a) (v=>v) (E=>E) (k=>k) (l=>)
alors ['a', 'l', 'o', 'R'] => alors ['a', 'l', 'o', 'R'] Correct 0.0 <=>  (a=>a) (l=>l) (o=>o) (R=>R)
après ['a', 'p', 'R', 'e'] => après ['a', 'p', 'R', 'e'] Correct 0.0 <=>  (a=>a) (p=>p) (R=>R) (e=>e)
enfin ['f', 'e~'] => enfin ['a~', 'f', 'e~'] Correct 1.0 <=>  (=>a~) (f=>f) (e~=>e~)
enfin ['a~', 'f', 'e~'] => enfin ['a~', 'f', 'e~'] Correct 0.0 <=>  (a~=>a~) (f=>f) (e~=>e~)
déjà ['e', 'Z', 'a~'] => déjà ['d', 'e', 'Z', 'a'] Correct 5.2 <=>  (=>d) (e=>e) (Z=>Z) (a~=>a)
beaucoup ['k', 'a~', 'm', 'E'] => jamais ['Z', 'a', 'm', 'E'] Erreur 6.6 <=>  (k=>Z) (a~=>a) (m=>m) (E=>E)
beaucoup ['O', 'k', 'u'] => beaucoup ['b', 'O', 'k', 'u'] Correct 1.0 <=>  (=>b) (O=>O) (k=>k) (u=>u)
après ['a~', 'p', 'a', 'R'] => paris ['p', 'a', 'R', 'i'] Erreur 6.7 <=>  (a~=>) (p=>p) (a=>a) (R=>R) (=>i)
après ['a', 'p', 'R', 'e'] => après ['a', 'p', 'R', 'e'] Correct 0.0 <=>  (a=>a) (p=>p) (R=>R) (e=>e)
côté ['k', 'u', 't', 'e', 'E'] => côté ['k', 'O', 't', 'e'] Correct 7.4 <=>  (k=>k) (u=>O) (t=>t) (e=>e) (E=>)
côté ['k', 'O', 't', 'e'] => côté ['k', 'O', 't', 'e'] Correct 0.0 <=>  (k=>k) (O=>O) (t=>t) (e=>e)
beaucoup ['O', 'k', 'u'] => beaucoup ['b', 'O', 'k', 'u'] Correct 1.0 <=>  (=>b) (O=>O) (k=>k) (u=>u)
envie ['a~', 'v', 'i'] => envie ['a~', 'v', 'i'] Correct 0.0 <=>  (a~=>a~) (v=>v) (i=>i)
beaucoup ['b', 'O', 'k', 'u'] => beaucoup ['b', 'O', 'k', 'u'] Correct 0.0 <=>  (b=>b) (O=>O) (k=>k) (u=>u)
ailleurs ['j', '9', 'R'] => ailleurs ['a', 'j', '9', 'R'] Correct 1.0 <=>  (=>a) (j=>j) (9=>9) (R=>R)
envie ['v', 'i', 'd'] => envie ['a~', 'v', 'i'] Correct 3.3 <=>  (=>a~) (v=>v) (i=>i) (d=>)
beaucoup ['O', 'k', 'u'] => beaucoup ['b', 'O', 'k', 'u'] Correct 1.0 <=>  (=>b) (O=>O) (k=>k) (u=>u)
aussi ['O', 's', 'i'] => aussi ['O', 's', 'i'] Correct 0.0 <=>  (O=>O) (s=>s) (i=>i)
enfin ['f', 'a'] => état ['e', 't', 'a'] Erreur 4.3 <=>  (=>e) (f=>t) (a=>a)
années ['n', 'e'] => années ['a', 'n', 'e'] Correct 1.0 <=>  (=>a) (n=>n) (e=>e)
avec ['v', 'E', 'k'] => avec ['a', 'v', 'E', 'k'] Correct 1.0 <=>  (=>a) (v=>v) (E=>E) (k=>k)
sujet ['s'] => paris ['p', 'a', 'R', 'i', 's'] Erreur 4.0 <=>  (=>p) (=>a) (=>R) (=>i) (s=>s)
sujet ['s', 'y', 'Z', 'e'] => sujet ['s', 'y', 'Z', 'e'] Correct 0.0 <=>  (s=>s) (y=>y) (Z=>Z) (e=>e)
alors ['a', 'l', 'o', 'R'] => alors ['a', 'l', 'o', 'R'] Correct 0.0 <=>  (a=>a) (l=>l) (o=>o) (R=>R)
années ['n', 'e'] => années ['a', 'n', 'e'] Correct 1.0 <=>  (=>a) (n=>n) (e=>e)
